base_model,variant_id,dc_solution,iteration,CONTEXT,ZEROSHOT,delta
mistral,mistral_generalist,Smart and sustainable DC cables,30.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,31.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,32.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,33.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,34.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,35.0,3,4,-1
mistral,mistral_generalist,Smart and sustainable DC cables,36.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,37.0,4,3,1
mistral,mistral_generalist,Smart and sustainable DC cables,38.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,39.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,40.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,41.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,42.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,43.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,44.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,45.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,46.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,47.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,48.0,3,3,0
mistral,mistral_generalist,Smart and sustainable DC cables,49.0,3,3,0
mistral,mistral_generalist,Solid-state circuit breaker,0.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,1.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,2.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,3.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,4.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,5.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,6.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,7.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,8.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,9.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,10.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,11.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,12.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,13.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,14.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,15.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,16.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,17.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,18.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,19.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,20.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,21.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,22.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,23.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,24.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,25.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,26.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,27.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,28.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,29.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,30.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,31.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,32.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,33.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,34.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,35.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,36.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,37.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,38.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,39.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,40.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,41.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,42.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,43.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,44.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,45.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,46.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,47.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,48.0,4,3,1
mistral,mistral_generalist,Solid-state circuit breaker,49.0,4,3,1
mistral,mistral_generalist,Static protection system,0.0,4,3,1
mistral,mistral_generalist,Static protection system,1.0,4,3,1
mistral,mistral_generalist,Static protection system,2.0,4,3,1
mistral,mistral_generalist,Static protection system,3.0,4,3,1
mistral,mistral_generalist,Static protection system,4.0,4,3,1
mistral,mistral_generalist,Static protection system,5.0,4,3,1
mistral,mistral_generalist,Static protection system,6.0,4,3,1
mistral,mistral_generalist,Static protection system,7.0,4,3,1
mistral,mistral_generalist,Static protection system,8.0,4,3,1
mistral,mistral_generalist,Static protection system,9.0,4,3,1
mistral,mistral_generalist,Static protection system,10.0,4,3,1
mistral,mistral_generalist,Static protection system,11.0,4,3,1
mistral,mistral_generalist,Static protection system,12.0,4,3,1
mistral,mistral_generalist,Static protection system,13.0,4,3,1
mistral,mistral_generalist,Static protection system,14.0,4,3,1
mistral,mistral_generalist,Static protection system,15.0,4,3,1
mistral,mistral_generalist,Static protection system,16.0,4,3,1
mistral,mistral_generalist,Static protection system,17.0,4,3,1
mistral,mistral_generalist,Static protection system,18.0,4,3,1
mistral,mistral_generalist,Static protection system,19.0,4,3,1
mistral,mistral_generalist,Static protection system,20.0,4,3,1
mistral,mistral_generalist,Static protection system,21.0,4,3,1
mistral,mistral_generalist,Static protection system,22.0,4,3,1
mistral,mistral_generalist,Static protection system,23.0,4,3,1
mistral,mistral_generalist,Static protection system,24.0,4,3,1
mistral,mistral_generalist,Static protection system,25.0,4,3,1
mistral,mistral_generalist,Static protection system,26.0,4,3,1
mistral,mistral_generalist,Static protection system,27.0,4,3,1
mistral,mistral_generalist,Static protection system,28.0,4,3,1
mistral,mistral_generalist,Static protection system,29.0,4,3,1
mistral,mistral_generalist,Static protection system,30.0,4,3,1
mistral,mistral_generalist,Static protection system,31.0,4,3,1
mistral,mistral_generalist,Static protection system,32.0,4,3,1
mistral,mistral_generalist,Static protection system,33.0,4,3,1
mistral,mistral_generalist,Static protection system,34.0,4,3,1
mistral,mistral_generalist,Static protection system,35.0,4,3,1
mistral,mistral_generalist,Static protection system,36.0,4,3,1
mistral,mistral_generalist,Static protection system,37.0,4,3,1
mistral,mistral_generalist,Static protection system,38.0,4,3,1
mistral,mistral_generalist,Static protection system,39.0,4,3,1
mistral,mistral_generalist,Static protection system,40.0,4,3,1
mistral,mistral_generalist,Static protection system,41.0,4,3,1
mistral,mistral_generalist,Static protection system,42.0,4,3,1
mistral,mistral_generalist,Static protection system,43.0,4,3,1
mistral,mistral_generalist,Static protection system,44.0,4,3,1
mistral,mistral_generalist,Static protection system,45.0,4,3,1
mistral,mistral_generalist,Static protection system,46.0,4,3,1
mistral,mistral_generalist,Static protection system,47.0,4,3,1
mistral,mistral_generalist,Static protection system,48.0,4,3,1
mistral,mistral_generalist,Static protection system,49.0,4,3,1
mistral,mistral_generalist2,DC connectors,0.0,3,4,-1
mistral,mistral_generalist2,DC connectors,1.0,3,4,-1
mistral,mistral_generalist2,DC connectors,2.0,4,4,0
mistral,mistral_generalist2,DC connectors,3.0,3,4,-1
mistral,mistral_generalist2,DC connectors,4.0,3,4,-1
mistral,mistral_generalist2,DC connectors,5.0,4,4,0
mistral,mistral_generalist2,DC connectors,6.0,3,4,-1
mistral,mistral_generalist2,DC connectors,7.0,4,4,0
mistral,mistral_generalist2,DC connectors,8.0,3,4,-1
mistral,mistral_generalist2,DC connectors,9.0,3,4,-1
mistral,mistral_generalist2,DC connectors,10.0,3,4,-1
mistral,mistral_generalist2,DC connectors,11.0,3,4,-1
mistral,mistral_generalist2,DC connectors,12.0,4,4,0
mistral,mistral_generalist2,DC connectors,13.0,4,3,1
mistral,mistral_generalist2,DC connectors,14.0,3,4,-1
mistral,mistral_generalist2,DC connectors,15.0,4,4,0
mistral,mistral_generalist2,DC connectors,16.0,3,4,-1
mistral,mistral_generalist2,DC connectors,17.0,4,4,0
mistral,mistral_generalist2,DC connectors,18.0,4,4,0
mistral,mistral_generalist2,DC connectors,19.0,3,4,-1
mistral,mistral_generalist2,DC connectors,20.0,4,4,0
mistral,mistral_generalist2,DC connectors,21.0,3,4,-1
mistral,mistral_generalist2,DC connectors,22.0,3,4,-1
mistral,mistral_generalist2,DC connectors,23.0,3,4,-1
mistral,mistral_generalist2,DC connectors,24.0,3,4,-1
mistral,mistral_generalist2,DC connectors,25.0,3,4,-1
mistral,mistral_generalist2,DC connectors,26.0,3,4,-1
mistral,mistral_generalist2,DC connectors,27.0,4,4,0
mistral,mistral_generalist2,DC connectors,28.0,4,4,0
mistral,mistral_generalist2,DC connectors,29.0,3,4,-1
mistral,mistral_generalist2,DC connectors,30.0,4,4,0
mistral,mistral_generalist2,DC connectors,31.0,3,4,-1
mistral,mistral_generalist2,DC connectors,32.0,4,4,0
mistral,mistral_generalist2,DC connectors,33.0,3,4,-1
mistral,mistral_generalist2,DC connectors,34.0,4,4,0
mistral,mistral_generalist2,DC connectors,35.0,4,4,0
mistral,mistral_generalist2,DC connectors,36.0,3,4,-1
mistral,mistral_generalist2,DC connectors,37.0,4,4,0
mistral,mistral_generalist2,DC connectors,38.0,3,4,-1
mistral,mistral_generalist2,DC connectors,39.0,3,4,-1
mistral,mistral_generalist2,DC connectors,40.0,4,4,0
mistral,mistral_generalist2,DC connectors,41.0,3,4,-1
mistral,mistral_generalist2,DC connectors,42.0,3,4,-1
mistral,mistral_generalist2,DC connectors,43.0,3,4,-1
mistral,mistral_generalist2,DC connectors,44.0,3,4,-1
mistral,mistral_generalist2,DC connectors,45.0,3,4,-1
mistral,mistral_generalist2,DC connectors,46.0,4,4,0
mistral,mistral_generalist2,DC connectors,47.0,3,4,-1
mistral,mistral_generalist2,DC connectors,48.0,4,4,0
mistral,mistral_generalist2,DC connectors,49.0,4,4,0
mistral,mistral_generalist2,DC measurement device,0.0,4,3,1
mistral,mistral_generalist2,DC measurement device,1.0,3,3,0
mistral,mistral_generalist2,DC measurement device,2.0,3,3,0
mistral,mistral_generalist2,DC measurement device,3.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,4.0,4,4,0
mistral,mistral_generalist2,DC measurement device,5.0,3,3,0
mistral,mistral_generalist2,DC measurement device,6.0,3,3,0
mistral,mistral_generalist2,DC measurement device,7.0,3,3,0
mistral,mistral_generalist2,DC measurement device,8.0,3,3,0
mistral,mistral_generalist2,DC measurement device,9.0,3,3,0
mistral,mistral_generalist2,DC measurement device,10.0,3,3,0
mistral,mistral_generalist2,DC measurement device,11.0,3,3,0
mistral,mistral_generalist2,DC measurement device,12.0,3,3,0
mistral,mistral_generalist2,DC measurement device,13.0,3,3,0
mistral,mistral_generalist2,DC measurement device,14.0,3,3,0
mistral,mistral_generalist2,DC measurement device,15.0,4,3,1
mistral,mistral_generalist2,DC measurement device,16.0,3,3,0
mistral,mistral_generalist2,DC measurement device,17.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,18.0,4,4,0
mistral,mistral_generalist2,DC measurement device,19.0,4,3,1
mistral,mistral_generalist2,DC measurement device,20.0,4,4,0
mistral,mistral_generalist2,DC measurement device,21.0,3,3,0
mistral,mistral_generalist2,DC measurement device,22.0,3,3,0
mistral,mistral_generalist2,DC measurement device,23.0,3,3,0
mistral,mistral_generalist2,DC measurement device,24.0,3,3,0
mistral,mistral_generalist2,DC measurement device,25.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,26.0,3,3,0
mistral,mistral_generalist2,DC measurement device,27.0,3,3,0
mistral,mistral_generalist2,DC measurement device,28.0,3,3,0
mistral,mistral_generalist2,DC measurement device,29.0,3,3,0
mistral,mistral_generalist2,DC measurement device,30.0,3,3,0
mistral,mistral_generalist2,DC measurement device,31.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,32.0,4,3,1
mistral,mistral_generalist2,DC measurement device,33.0,3,3,0
mistral,mistral_generalist2,DC measurement device,34.0,3,3,0
mistral,mistral_generalist2,DC measurement device,35.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,36.0,3,3,0
mistral,mistral_generalist2,DC measurement device,37.0,3,3,0
mistral,mistral_generalist2,DC measurement device,38.0,3,3,0
mistral,mistral_generalist2,DC measurement device,39.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,40.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,41.0,3,3,0
mistral,mistral_generalist2,DC measurement device,42.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,43.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,44.0,3,3,0
mistral,mistral_generalist2,DC measurement device,45.0,3,4,-1
mistral,mistral_generalist2,DC measurement device,46.0,4,3,1
mistral,mistral_generalist2,DC measurement device,47.0,3,3,0
mistral,mistral_generalist2,DC measurement device,48.0,3,3,0
mistral,mistral_generalist2,DC measurement device,49.0,3,3,0
mistral,mistral_generalist2,DC solution design tool,0.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,1.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,2.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,3.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,4.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,5.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,6.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,7.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,8.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,9.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,10.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,11.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,12.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,13.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,14.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,15.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,16.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,17.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,18.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,19.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,20.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,21.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,22.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,23.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,24.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,25.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,26.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,27.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,28.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,29.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,30.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,31.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,32.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,33.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,34.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,35.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,36.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,37.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,38.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,39.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,40.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,41.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,42.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,43.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,44.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,45.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,46.0,4,4,0
mistral,mistral_generalist2,DC solution design tool,47.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,48.0,4,3,1
mistral,mistral_generalist2,DC solution design tool,49.0,4,3,1
mistral,mistral_generalist2,DC-DC converter,0.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,1.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,2.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,3.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,4.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,5.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,6.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,7.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,8.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,9.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,10.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,11.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,12.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,13.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,14.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,15.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,16.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,17.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,18.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,19.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,20.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,21.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,22.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,23.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,24.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,25.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,26.0,4,3,1
mistral,mistral_generalist2,DC-DC converter,27.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,28.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,29.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,30.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,31.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,32.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,33.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,34.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,35.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,36.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,37.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,38.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,39.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,40.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,41.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,42.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,43.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,44.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,45.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,46.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,47.0,3,4,-1
mistral,mistral_generalist2,DC-DC converter,48.0,3,3,0
mistral,mistral_generalist2,DC-DC converter,49.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,0.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,1.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,2.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,3.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,4.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,5.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,6.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,7.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,8.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,9.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,10.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,11.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,12.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,13.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,14.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,15.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,16.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,17.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,18.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,19.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,20.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,21.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,22.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,23.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,24.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,25.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,26.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,27.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,28.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,29.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,30.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,31.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,32.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,33.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,34.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,35.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,36.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,37.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,38.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,39.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,40.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,41.0,4,3,1
mistral,mistral_generalist2,LVAC-LVDC interlink converter,42.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,43.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,44.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,45.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,46.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,47.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,48.0,3,3,0
mistral,mistral_generalist2,LVAC-LVDC interlink converter,49.0,3,3,0
mistral,mistral_generalist2,Network design tool for DC solutions,0.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,1.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,2.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,3.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,4.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,5.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,6.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,7.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,8.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,9.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,10.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,11.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,12.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,13.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,14.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,15.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,16.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,17.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,18.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,19.0,3,4,-1
mistral,mistral_generalist2,Network design tool for DC solutions,20.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,21.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,22.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,23.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,24.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,25.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,26.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,27.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,28.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,29.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,30.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,31.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,32.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,33.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,34.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,35.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,36.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,37.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,38.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,39.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,40.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,41.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,42.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,43.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,44.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,45.0,4,3,1
mistral,mistral_generalist2,Network design tool for DC solutions,46.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,47.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,48.0,4,4,0
mistral,mistral_generalist2,Network design tool for DC solutions,49.0,4,4,0
mistral,mistral_generalist2,Protection DC system design tool,0.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,1.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,2.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,3.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,4.0,3,3,0
mistral,mistral_generalist2,Protection DC system design tool,5.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,6.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,7.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,8.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,9.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,10.0,4,3,1
mistral,mistral_generalist2,Protection DC system design tool,11.0,4,3,1
