row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,iteration,timestamp
subject_matter_phi4_20_b5,phi4,subject_matter_phi4,subject_matter,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,20,20250630_221020
subject_matter_phi4_20_b8,phi4,subject_matter_phi4,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,20,20250630_221020
subject_matter_phi4_20_b10,phi4,subject_matter_phi4,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,20,20250630_221020
subject_matter2_phi4_20_b1,phi4,subject_matter2_phi4,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,20,20250630_221020
subject_matter2_phi4_20_b4,phi4,subject_matter2_phi4,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,20,20250630_221020
subject_matter2_phi4_20_b5,phi4,subject_matter2_phi4,subject_matter2,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,20,20250630_221020
subject_matter2_phi4_20_b8,phi4,subject_matter2_phi4,subject_matter2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,20,20250630_221020
subject_matter2_phi4_20_b10,phi4,subject_matter2_phi4,subject_matter2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,20,20250630_221020
generalist_phi4_21_b1,phi4,generalist_phi4,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,21,20250630_221145
generalist_phi4_21_b4,phi4,generalist_phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,21,20250630_221145
generalist_phi4_21_b5,phi4,generalist_phi4,generalist,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,21,20250630_221145
generalist_phi4_21_b9,phi4,generalist_phi4,generalist,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,21,20250630_221145
generalist_phi4_21_b10,phi4,generalist_phi4,generalist,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,21,20250630_221145
generalist2_phi4_21_b1,phi4,generalist2_phi4,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,21,20250630_221145
generalist2_phi4_21_b3,phi4,generalist2_phi4,generalist2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,21,20250630_221145
generalist2_phi4_21_b4,phi4,generalist2_phi4,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,21,20250630_221145
generalist2_phi4_21_b5,phi4,generalist2_phi4,generalist2,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,21,20250630_221145
generalist2_phi4_21_b9,phi4,generalist2_phi4,generalist2,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,21,20250630_221145
normative_phi4_21_b1,phi4,normative_phi4,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,21,20250630_221145
normative_phi4_21_b2,phi4,normative_phi4,normative,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,FALSE,21,20250630_221145
normative_phi4_21_b4,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,21,20250630_221145
normative_phi4_21_b5,phi4,normative_phi4,normative,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,21,20250630_221145
normative_phi4_21_b10,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,21,20250630_221145
normative2_phi4_21_b1,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,21,20250630_221145
normative2_phi4_21_b2,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,FALSE,21,20250630_221145
normative2_phi4_21_b4,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,21,20250630_221145
normative2_phi4_21_b6,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,21,20250630_221145
normative2_phi4_21_b10,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,21,20250630_221145
subject_matter_phi4_21_b1,phi4,subject_matter_phi4,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,21,20250630_221145
subject_matter_phi4_21_b2,phi4,subject_matter_phi4,subject_matter,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,FALSE,21,20250630_221145
subject_matter_phi4_21_b4,phi4,subject_matter_phi4,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,21,20250630_221145
subject_matter_phi4_21_b8,phi4,subject_matter_phi4,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,21,20250630_221145
subject_matter_phi4_21_b10,phi4,subject_matter_phi4,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,21,20250630_221145
subject_matter2_phi4_21_b1,phi4,subject_matter2_phi4,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,21,20250630_221145
subject_matter2_phi4_21_b2,phi4,subject_matter2_phi4,subject_matter2,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,FALSE,21,20250630_221145
subject_matter2_phi4_21_b4,phi4,subject_matter2_phi4,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,21,20250630_221145
subject_matter2_phi4_21_b8,phi4,subject_matter2_phi4,subject_matter2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,21,20250630_221145
subject_matter2_phi4_21_b10,phi4,subject_matter2_phi4,subject_matter2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,21,20250630_221145
generalist_phi4_22_b1,phi4,generalist_phi4,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,22,20250630_221325
generalist_phi4_22_b4,phi4,generalist_phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,22,20250630_221325
generalist_phi4_22_b5,phi4,generalist_phi4,generalist,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,22,20250630_221325
generalist_phi4_22_b9,phi4,generalist_phi4,generalist,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,22,20250630_221325
generalist_phi4_22_b10,phi4,generalist_phi4,generalist,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,22,20250630_221325
generalist2_phi4_22_b1,phi4,generalist2_phi4,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,22,20250630_221325
generalist2_phi4_22_b3,phi4,generalist2_phi4,generalist2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,22,20250630_221325
generalist2_phi4_22_b4,phi4,generalist2_phi4,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,22,20250630_221325
generalist2_phi4_22_b5,phi4,generalist2_phi4,generalist2,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,22,20250630_221325
generalist2_phi4_22_b10,phi4,generalist2_phi4,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,22,20250630_221325
normative_phi4_22_b1,phi4,normative_phi4,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,22,20250630_221325
normative_phi4_22_b2,phi4,normative_phi4,normative,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,22,20250630_221325
normative_phi4_22_b3,phi4,normative_phi4,normative,3,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,FALSE,22,20250630_221325
normative_phi4_22_b4,phi4,normative_phi4,normative,4,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,FALSE,22,20250630_221325
normative_phi4_22_b5,phi4,normative_phi4,normative,5,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,22,20250630_221325
normative2_phi4_22_b1,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,22,20250630_221325
normative2_phi4_22_b2,phi4,normative2_phi4,normative2,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,FALSE,22,20250630_221325
normative2_phi4_22_b4,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,22,20250630_221325
normative2_phi4_22_b6,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,22,20250630_221325
normative2_phi4_22_b10,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,22,20250630_221325
subject_matter_phi4_22_b1,phi4,subject_matter_phi4,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,22,20250630_221325
subject_matter_phi4_22_b2,phi4,subject_matter_phi4,subject_matter,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,FALSE,22,20250630_221325
subject_matter_phi4_22_b4,phi4,subject_matter_phi4,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,22,20250630_221325
subject_matter_phi4_22_b7,phi4,subject_matter_phi4,subject_matter,7,incompatibility of DC systems components,incompatibility of DC systems components,matched,correct_id,FALSE,22,20250630_221325
subject_matter_phi4_22_b10,phi4,subject_matter_phi4,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,22,20250630_221325
subject_matter2_phi4_22_b1,phi4,subject_matter2_phi4,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,22,20250630_221325
subject_matter2_phi4_22_b2,phi4,subject_matter2_phi4,subject_matter2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,FALSE,22,20250630_221325
subject_matter2_phi4_22_b3,phi4,subject_matter2_phi4,subject_matter2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,22,20250630_221325
subject_matter2_phi4_22_b4,phi4,subject_matter2_phi4,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,22,20250630_221325
subject_matter2_phi4_22_b5,phi4,subject_matter2_phi4,subject_matter2,5,lack of enough trained personnel in DC systems,lack of trained personnel in DC systems,matched,wrong_id_matchable,FALSE,22,20250630_221325
generalist_phi4_23_b1,phi4,generalist_phi4,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,23,20250630_221458
generalist_phi4_23_b3,phi4,generalist_phi4,generalist,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,23,20250630_221458
generalist_phi4_23_b4,phi4,generalist_phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,23,20250630_221458
generalist_phi4_23_b5,phi4,generalist_phi4,generalist,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,23,20250630_221458
generalist_phi4_23_b10,phi4,generalist_phi4,generalist,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,23,20250630_221458
generalist2_phi4_23_b1,phi4,generalist2_phi4,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,23,20250630_221458
generalist2_phi4_23_b3,phi4,generalist2_phi4,generalist2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,23,20250630_221458
generalist2_phi4_23_b4,phi4,generalist2_phi4,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,23,20250630_221458
generalist2_phi4_23_b5,phi4,generalist2_phi4,generalist2,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,23,20250630_221458
generalist2_phi4_23_b10,phi4,generalist2_phi4,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,23,20250630_221458
normative_phi4_23_b1,phi4,normative_phi4,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,23,20250630_221458
normative_phi4_23_b4,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,23,20250630_221458
normative_phi4_23_b5,phi4,normative_phi4,normative,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,23,20250630_221458
normative_phi4_23_b9,phi4,normative_phi4,normative,9,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,correct_id,FALSE,23,20250630_221458
normative_phi4_23_b10,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,23,20250630_221458
normative2_phi4_23_b1,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,23,20250630_221458
normative2_phi4_23_b3,phi4,normative2_phi4,normative2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,23,20250630_221458
normative2_phi4_23_b4,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,23,20250630_221458
normative2_phi4_23_b6,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,23,20250630_221458
normative2_phi4_23_b10,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,23,20250630_221458
subject_matter_phi4_23_b1,phi4,subject_matter_phi4,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,23,20250630_221458
subject_matter_phi4_23_b2,phi4,subject_matter_phi4,subject_matter,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,23,20250630_221458
subject_matter_phi4_23_b4,phi4,subject_matter_phi4,subject_matter,4,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,FALSE,23,20250630_221458
subject_matter_phi4_23_b8,phi4,subject_matter_phi4,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,23,20250630_221458
subject_matter_phi4_23_b10,phi4,subject_matter_phi4,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,23,20250630_221458
subject_matter2_phi4_23_b1,phi4,subject_matter2_phi4,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,23,20250630_221458
subject_matter2_phi4_23_b2,phi4,subject_matter2_phi4,subject_matter2,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,FALSE,23,20250630_221458
subject_matter2_phi4_23_b4,phi4,subject_matter2_phi4,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,23,20250630_221458
subject_matter2_phi4_23_b8,phi4,subject_matter2_phi4,subject_matter2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,23,20250630_221458
subject_matter2_phi4_23_b10,phi4,subject_matter2_phi4,subject_matter2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,23,20250630_221458
generalist_phi4_24_b1,phi4,generalist_phi4,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,24,20250630_221636
generalist_phi4_24_b3,phi4,generalist_phi4,generalist,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,24,20250630_221636
generalist_phi4_24_b4,phi4,generalist_phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,24,20250630_221636
generalist_phi4_24_b5,phi4,generalist_phi4,generalist,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,24,20250630_221636
generalist_phi4_24_b10,phi4,generalist_phi4,generalist,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,24,20250630_221636
generalist2_phi4_24_b1,phi4,generalist2_phi4,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,24,20250630_221636
generalist2_phi4_24_b3,phi4,generalist2_phi4,generalist2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,24,20250630_221636
generalist2_phi4_24_b4,phi4,generalist2_phi4,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,24,20250630_221636
generalist2_phi4_24_b8,phi4,generalist2_phi4,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,24,20250630_221636
generalist2_phi4_24_b10,phi4,generalist2_phi4,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,24,20250630_221636
normative_phi4_24_b1,phi4,normative_phi4,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,24,20250630_221636
normative_phi4_24_b3,phi4,normative_phi4,normative,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,24,20250630_221636
normative_phi4_24_b4,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,24,20250630_221636
normative_phi4_24_b8,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,24,20250630_221636
normative_phi4_24_b10,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,24,20250630_221636
normative2_phi4_24_b1,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,24,20250630_221636
normative2_phi4_24_b2,phi4,normative2_phi4,normative2,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,FALSE,24,20250630_221636
normative2_phi4_24_b3,phi4,normative2_phi4,normative2,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,FALSE,24,20250630_221636
normative2_phi4_24_b4,phi4,normative2_phi4,normative2,4,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,FALSE,24,20250630_221636
normative2_phi4_24_b5,phi4,normative2_phi4,normative2,5,high costs of DC solutions,high costs of DC solutions,matched,wrong_id_matchable,FALSE,24,20250630_221636
subject_matter_phi4_24_b1,phi4,subject_matter_phi4,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,24,20250630_221636
subject_matter_phi4_24_b4,phi4,subject_matter_phi4,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,24,20250630_221636
subject_matter_phi4_24_b6,phi4,subject_matter_phi4,subject_matter,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,24,20250630_221636
subject_matter_phi4_24_b8,phi4,subject_matter_phi4,subject_matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,24,20250630_221636
subject_matter_phi4_24_b10,phi4,subject_matter_phi4,subject_matter,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,24,20250630_221636
subject_matter2_phi4_24_b1,phi4,subject_matter2_phi4,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,24,20250630_221636
subject_matter2_phi4_24_b2,phi4,subject_matter2_phi4,subject_matter2,2,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,FALSE,24,20250630_221636
subject_matter2_phi4_24_b4,phi4,subject_matter2_phi4,subject_matter2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,24,20250630_221636
subject_matter2_phi4_24_b8,phi4,subject_matter2_phi4,subject_matter2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,24,20250630_221636
subject_matter2_phi4_24_b10,phi4,subject_matter2_phi4,subject_matter2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,24,20250630_221636
generalist_phi4_25_b1,phi4,generalist_phi4,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,25,20250630_221805
generalist_phi4_25_b3,phi4,generalist_phi4,generalist,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,25,20250630_221805
generalist_phi4_25_b4,phi4,generalist_phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,25,20250630_221805
generalist_phi4_25_b5,phi4,generalist_phi4,generalist,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,25,20250630_221805
generalist_phi4_25_b10,phi4,generalist_phi4,generalist,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,25,20250630_221805
generalist2_phi4_25_b1,phi4,generalist2_phi4,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,25,20250630_221805
generalist2_phi4_25_b3,phi4,generalist2_phi4,generalist2,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,FALSE,25,20250630_221805
generalist2_phi4_25_b4,phi4,generalist2_phi4,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,25,20250630_221805
generalist2_phi4_25_b5,phi4,generalist2_phi4,generalist2,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,25,20250630_221805
generalist2_phi4_25_b10,phi4,generalist2_phi4,generalist2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,25,20250630_221805
normative_phi4_25_b1,phi4,normative_phi4,normative,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,25,20250630_221805
normative_phi4_25_b4,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,25,20250630_221805
normative_phi4_25_b6,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,FALSE,25,20250630_221805
normative_phi4_25_b8,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,25,20250630_221805
normative_phi4_25_b10,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,25,20250630_221805
normative2_phi4_25_b1,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,25,20250630_221805
normative2_phi4_25_b2,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,FALSE,25,20250630_221805
normative2_phi4_25_b4,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,25,20250630_221805
normative2_phi4_25_b8,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,correct_id,FALSE,25,20250630_221805
normative2_phi4_25_b10,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,correct_id,FALSE,25,20250630_221805
subject_matter_phi4_25_b1,phi4,subject_matter_phi4,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,FALSE,25,20250630_221805
subject_matter_phi4_25_b4,phi4,subject_matter_phi4,subject_matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,FALSE,25,20250630_221805
subject_matter_phi4_25_b5,phi4,subject_matter_phi4,subject_matter,5,lack of pilot projects,lack of pilot projects,matched,correct_id,FALSE,25,20250630_221805
