source,row_id,base_model,variant_id,model,dc_solution,rating,label,condition,bias_type,anchor_level,iteration,timestamp
llm,gemma3_generalist2_16_20250812_161403,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,16.0,20250812_161403
llm,gemma3_normative_16_20250812_161403,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,16.0,20250812_161403
llm,gemma3_normative2_16_20250812_161403,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,16.0,20250812_161403
llm,gemma3_subject_matter_16_20250812_161403,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,16.0,20250812_161403
llm,gemma3_subject_matter2_16_20250812_161403,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,16.0,20250812_161403
llm,llama_generalist_17_20250812_162145,llama,llama_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,llama_generalist2_17_20250812_162145,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,llama_normative_17_20250812_162145,llama,llama_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,llama_normative2_17_20250812_162145,llama,llama_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,llama_subject_matter_17_20250812_162145,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,llama_subject_matter2_17_20250812_162145,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,mistral_generalist_17_20250812_162145,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,mistral_generalist2_17_20250812_162145,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,mistral_normative_17_20250812_162145,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,mistral_normative2_17_20250812_162145,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,mistral_subject_matter_17_20250812_162145,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,mistral_subject_matter2_17_20250812_162145,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,17.0,20250812_162145
llm,gemma3_generalist_17_20250812_162145,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,gemma3_generalist2_17_20250812_162145,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,gemma3_normative_17_20250812_162145,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,gemma3_normative2_17_20250812_162145,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,gemma3_subject_matter_17_20250812_162145,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,gemma3_subject_matter2_17_20250812_162145,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,17.0,20250812_162145
llm,llama_generalist_18_20250812_162805,llama,llama_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,llama_generalist2_18_20250812_162805,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,llama_normative_18_20250812_162805,llama,llama_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,llama_normative2_18_20250812_162805,llama,llama_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,llama_subject_matter_18_20250812_162805,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,llama_subject_matter2_18_20250812_162805,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,mistral_generalist_18_20250812_162805,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,mistral_generalist2_18_20250812_162805,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,mistral_normative_18_20250812_162805,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,mistral_normative2_18_20250812_162805,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,mistral_subject_matter_18_20250812_162805,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,mistral_subject_matter2_18_20250812_162805,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,18.0,20250812_162805
llm,gemma3_generalist_18_20250812_162805,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,gemma3_generalist2_18_20250812_162805,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,gemma3_normative_18_20250812_162805,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,gemma3_normative2_18_20250812_162805,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,gemma3_subject_matter_18_20250812_162805,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,gemma3_subject_matter2_18_20250812_162805,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,18.0,20250812_162805
llm,llama_generalist_19_20250812_170854,llama,llama_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,llama_generalist2_19_20250812_170854,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,llama_normative_19_20250812_170854,llama,llama_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,llama_normative2_19_20250812_170854,llama,llama_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,llama_subject_matter_19_20250812_170854,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,llama_subject_matter2_19_20250812_170854,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,mistral_generalist_19_20250812_170854,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,mistral_generalist2_19_20250812_170854,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,mistral_normative_19_20250812_170854,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,mistral_normative2_19_20250812_170854,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,mistral_subject_matter_19_20250812_170854,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,mistral_subject_matter2_19_20250812_170854,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,19.0,20250812_170854
llm,gemma3_generalist_19_20250812_170854,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,gemma3_generalist2_19_20250812_170854,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,gemma3_normative_19_20250812_170854,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,gemma3_normative2_19_20250812_170854,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,gemma3_subject_matter_19_20250812_170854,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,gemma3_subject_matter2_19_20250812_170854,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,19.0,20250812_170854
llm,llama_generalist_20_20250812_171355,llama,llama_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,llama_generalist2_20_20250812_171355,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,llama_normative_20_20250812_171355,llama,llama_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,llama_normative2_20_20250812_171355,llama,llama_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,llama_subject_matter_20_20250812_171355,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,llama_subject_matter2_20_20250812_171355,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,mistral_generalist_20_20250812_171355,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,mistral_generalist2_20_20250812_171355,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,mistral_normative_20_20250812_171355,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,mistral_normative2_20_20250812_171355,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,mistral_subject_matter_20_20250812_171355,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,mistral_subject_matter2_20_20250812_171355,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,20.0,20250812_171355
llm,gemma3_generalist_20_20250812_171355,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,gemma3_generalist2_20_20250812_171355,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,gemma3_normative_20_20250812_171355,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,gemma3_normative2_20_20250812_171355,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,gemma3_subject_matter_20_20250812_171355,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,gemma3_subject_matter2_20_20250812_171355,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,20.0,20250812_171355
llm,llama_generalist_21_20250812_172156,llama,llama_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,llama_generalist2_21_20250812_172156,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,llama_normative_21_20250812_172156,llama,llama_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,llama_normative2_21_20250812_172156,llama,llama_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,llama_subject_matter_21_20250812_172156,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,llama_subject_matter2_21_20250812_172156,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,mistral_generalist_21_20250812_172156,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,mistral_generalist2_21_20250812_172156,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,mistral_normative_21_20250812_172156,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,mistral_normative2_21_20250812_172156,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,mistral_subject_matter_21_20250812_172156,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,mistral_subject_matter2_21_20250812_172156,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,21.0,20250812_172156
llm,gemma3_generalist_21_20250812_172156,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,gemma3_generalist2_21_20250812_172156,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,gemma3_normative_21_20250812_172156,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,gemma3_normative2_21_20250812_172156,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,gemma3_subject_matter_21_20250812_172156,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,gemma3_subject_matter2_21_20250812_172156,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,21.0,20250812_172156
llm,llama_generalist_22_20250812_172639,llama,llama_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,22.0,20250812_172639
llm,llama_generalist2_22_20250812_172639,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,llama_normative_22_20250812_172639,llama,llama_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,llama_normative2_22_20250812_172639,llama,llama_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,llama_subject_matter_22_20250812_172639,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,llama_subject_matter2_22_20250812_172639,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,mistral_generalist_22_20250812_172639,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,22.0,20250812_172639
llm,mistral_generalist2_22_20250812_172639,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,22.0,20250812_172639
llm,mistral_normative_22_20250812_172639,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,22.0,20250812_172639
llm,mistral_normative2_22_20250812_172639,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,22.0,20250812_172639
llm,mistral_subject_matter_22_20250812_172639,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,22.0,20250812_172639
llm,mistral_subject_matter2_22_20250812_172639,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,22.0,20250812_172639
llm,gemma3_generalist_22_20250812_172639,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,gemma3_generalist2_22_20250812_172639,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,gemma3_normative_22_20250812_172639,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,gemma3_normative2_22_20250812_172639,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,gemma3_subject_matter_22_20250812_172639,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,gemma3_subject_matter2_22_20250812_172639,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,22.0,20250812_172639
llm,llama_generalist_23_20250812_174310,llama,llama_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,llama_generalist2_23_20250812_174310,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,llama_normative_23_20250812_174310,llama,llama_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,llama_normative2_23_20250812_174310,llama,llama_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,llama_subject_matter_23_20250812_174310,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,llama_subject_matter2_23_20250812_174310,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,mistral_generalist_23_20250812_174310,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,mistral_generalist2_23_20250812_174310,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,mistral_normative_23_20250812_174310,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,mistral_normative2_23_20250812_174310,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,mistral_subject_matter_23_20250812_174310,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,mistral_subject_matter2_23_20250812_174310,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,23.0,20250812_174310
llm,gemma3_generalist_23_20250812_174310,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,gemma3_generalist2_23_20250812_174310,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,gemma3_normative_23_20250812_174310,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,gemma3_normative2_23_20250812_174310,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,gemma3_subject_matter_23_20250812_174310,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,gemma3_subject_matter2_23_20250812_174310,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,23.0,20250812_174310
llm,llama_generalist_24_20250812_175655,llama,llama_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,llama_generalist2_24_20250812_175655,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,llama_normative_24_20250812_175655,llama,llama_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,llama_normative2_24_20250812_175655,llama,llama_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,llama_subject_matter_24_20250812_175655,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,llama_subject_matter2_24_20250812_175655,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,mistral_generalist_24_20250812_175655,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,mistral_generalist2_24_20250812_175655,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,mistral_normative_24_20250812_175655,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,mistral_normative2_24_20250812_175655,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,mistral_subject_matter_24_20250812_175655,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,mistral_subject_matter2_24_20250812_175655,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,24.0,20250812_175655
llm,gemma3_generalist_24_20250812_175655,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,gemma3_generalist2_24_20250812_175655,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,gemma3_normative_24_20250812_175655,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,gemma3_normative2_24_20250812_175655,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,gemma3_subject_matter_24_20250812_175655,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,gemma3_subject_matter2_24_20250812_175655,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,24.0,20250812_175655
llm,llama_generalist_25_20250812_181015,llama,llama_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,llama_generalist2_25_20250812_181015,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,llama_normative_25_20250812_181015,llama,llama_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,llama_normative2_25_20250812_181015,llama,llama_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,llama_subject_matter_25_20250812_181015,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,llama_subject_matter2_25_20250812_181015,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,mistral_generalist_25_20250812_181015,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,mistral_generalist2_25_20250812_181015,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,mistral_normative_25_20250812_181015,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,mistral_normative2_25_20250812_181015,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,mistral_subject_matter_25_20250812_181015,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,mistral_subject_matter2_25_20250812_181015,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,25.0,20250812_181015
llm,gemma3_generalist_25_20250812_181015,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,gemma3_generalist2_25_20250812_181015,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,gemma3_normative_25_20250812_181015,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,gemma3_normative2_25_20250812_181015,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,gemma3_subject_matter_25_20250812_181015,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,gemma3_subject_matter2_25_20250812_181015,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,25.0,20250812_181015
llm,llama_generalist_26_20250812_182352,llama,llama_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,llama_generalist2_26_20250812_182352,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,llama_normative_26_20250812_182352,llama,llama_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,llama_normative2_26_20250812_182352,llama,llama_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,llama_subject_matter_26_20250812_182352,llama,llama_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,26.0,20250812_182352
llm,llama_subject_matter2_26_20250812_182352,llama,llama_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,mistral_generalist_26_20250812_182352,mistral,mistral_generalist,generalist,Smart and sustainable DC cables,3,Important,NEU,,,26.0,20250812_182352
llm,mistral_generalist2_26_20250812_182352,mistral,mistral_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,26.0,20250812_182352
llm,mistral_normative_26_20250812_182352,mistral,mistral_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,26.0,20250812_182352
llm,mistral_normative2_26_20250812_182352,mistral,mistral_normative2,normative2,Smart and sustainable DC cables,3,Important,NEU,,,26.0,20250812_182352
llm,mistral_subject_matter_26_20250812_182352,mistral,mistral_subject_matter,subject_matter,Smart and sustainable DC cables,3,Important,NEU,,,26.0,20250812_182352
llm,mistral_subject_matter2_26_20250812_182352,mistral,mistral_subject_matter2,subject_matter2,Smart and sustainable DC cables,3,Important,NEU,,,26.0,20250812_182352
llm,gemma3_generalist_26_20250812_182352,gemma3,gemma3_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,gemma3_generalist2_26_20250812_182352,gemma3,gemma3_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,gemma3_normative_26_20250812_182352,gemma3,gemma3_normative,normative,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,gemma3_normative2_26_20250812_182352,gemma3,gemma3_normative2,normative2,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,gemma3_subject_matter_26_20250812_182352,gemma3,gemma3_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,gemma3_subject_matter2_26_20250812_182352,gemma3,gemma3_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,NEU,,,26.0,20250812_182352
llm,llama_generalist_27_20250812_183728,llama,llama_generalist,generalist,Smart and sustainable DC cables,4,Very important,NEU,,,27.0,20250812_183728
llm,llama_generalist2_27_20250812_183728,llama,llama_generalist2,generalist2,Smart and sustainable DC cables,3,Important,NEU,,,27.0,20250812_183728
llm,llama_normative_27_20250812_183728,llama,llama_normative,normative,Smart and sustainable DC cables,3,Important,NEU,,,27.0,20250812_183728
