base_model,dc_solution,base_solution,anchor_type,comparison,OR_median_regularizing,OR_median_primary,OR_median_weak,OR_l95_regularizing,OR_l95_primary,OR_l95_weak,OR_u95_regularizing,OR_u95_primary,OR_u95_weak,posterior_probability_OR_gt_1_regularizing,posterior_probability_OR_gt_1_primary,posterior_probability_OR_gt_1_weak,posterior_probability_OR_lt_1_regularizing,posterior_probability_OR_lt_1_primary,posterior_probability_OR_lt_1_weak,conclusion_regularizing,conclusion_primary,conclusion_weak,direction_regularizing,direction_primary,direction_weak,direction_stable,conclusion_stable
mistral,Static protection system,mistral__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.3004996279797336,1.835892280014512,3.2575532454180376,0.35335052177175436,0.2083927839327574,0.14991107092870132,5.287688239893608,25.16509205609896,188.31767389854798,0.648625,0.6925,0.741875,0.351375,0.3075,0.258125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Static protection system,mistral__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,0.8357005442386709,0.5652011765796681,0.3805146893058433,0.24256791587711,0.085312695096342,0.0398531446738241,3.251371138737198,4.9265592118270165,6.813743656377557,0.392625,0.298,0.228375,0.607375,0.702,0.771625,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
mistral,Static protection system,mistral__Static protection system,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.2818447341580685,1.9235955642754208,3.2736218743746788,0.3597985690803624,0.21476443734427647,0.13841804367160757,5.045730152610545,26.683295068830805,215.9693087167552,0.644875,0.694125,0.73825,0.355125,0.305875,0.26175,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
mistral,Static protection system,mistral__Static protection system,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.2842947564267694,0.10374120333280483,0.06243693170657211,0.09196730386227922,0.021933162929251234,0.010144387885416844,0.9294627502983702,0.4953522065069196,0.3452369457875144,0.019875,0.002125,0.001875,0.980125,0.997875,0.998125,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.1009366506040328,1.409096592175537,2.449448188102669,0.27199661992013124,0.12302677533542306,0.08654876900569274,4.635154817618718,21.435764817931855,189.61929010339466,0.55175,0.6055,0.677,0.44825,0.3945,0.323,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.0947328144761395,1.3932764681974708,2.39030609896046,0.27326089053769387,0.12815595628970355,0.08447742641748739,4.775539579033272,22.404204873210357,195.86550947733127,0.55025,0.600875,0.676125,0.44975,0.399125,0.323875,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.0996341429507008,1.385328980883691,2.4194503092737616,0.28185163093311105,0.11700768830343762,0.08513078014566228,4.383163578961564,23.59072400902219,208.7787000176592,0.55325,0.602125,0.67325,0.44675,0.397875,0.32675,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.0931883518413281,1.4217762882859681,2.5220400543111414,0.28726657565479063,0.11861170690821254,0.07999771182710609,4.444075259617528,22.59895721254945,184.75090419278214,0.5505,0.5995,0.675375,0.4495,0.4005,0.324625,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC connectors,phi4__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.548014265089575,0.5041342185679318,0.5081902953125025,0.24996938184743459,0.21393871332261727,0.2097336806028645,1.2826997581012485,1.2696004452984566,1.297845583186435,0.07575,0.0715,0.0735,0.92425,0.9285,0.9265,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
phi4,DC connectors,phi4__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,2.763668760832653,7.135428166633282,18.259173236643754,0.9816161859158855,1.5150523707320487,2.1609783609062383,8.945092132089764,55.91172401545388,612.0432093673163,0.972375,0.995375,0.997875,0.027625,0.004625,0.002125,uncertain,higher under Anchor,higher under Anchor,above 1,above 1,above 1,TRUE,FALSE
phi4,DC connectors,phi4__DC connectors,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.2995995509437182,1.5487396481327531,1.6862920300674116,0.5326730361976824,0.5333786436475367,0.5369513298253838,3.50577384220296,5.482035567317157,7.522515264194804,0.706125,0.773625,0.808,0.293875,0.226375,0.192,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC connectors,phi4__DC connectors,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,2.091894072080369,3.6106749358893144,5.045998115998714,0.8054048150194003,0.9563891121031085,1.1100759883526705,6.264026700523142,20.70771600540765,51.31670546965539,0.926875,0.971625,0.985,0.073125,0.028375,0.015,uncertain,uncertain,higher under Anchor,above 1,above 1,above 1,TRUE,FALSE
phi4,DC measurement device,phi4__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.5331437909023299,0.4741532962624204,0.4674247558674064,0.26184786297761126,0.21003967791539505,0.20190239183583397,1.0451335672982982,1.0198842028942978,1.0157264114614923,0.035,0.029125,0.027375,0.965,0.970875,0.972625,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
phi4,DC measurement device,phi4__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,4.46360497769569,8.085328567020246,10.583109161298188,1.9664136773921672,2.8433852087151963,3.239857320195871,11.233667551615598,30.23173034625854,53.02131075559086,0.999875,1,1,1.25e-4,0,0,higher under Anchor,higher under Anchor,higher under Anchor,above 1,above 1,above 1,TRUE,TRUE
phi4,DC measurement device,phi4__DC measurement device,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.4501632495259058,1.586190550534051,1.6072126551786567,0.7003990893202562,0.7316629657406174,0.7233537724748722,3.0043059021530674,3.5858769890527147,3.7202753682013676,0.84175,0.8705,0.875875,0.15825,0.1295,0.124125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC measurement device,phi4__DC measurement device,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.4716277377070197,0.4168376877373451,0.40131230859519784,0.23426110228721758,0.184360537026725,0.17284284232132852,0.9521622064048806,0.9003701306281247,0.8857115410701506,0.018625,0.012875,0.012125,0.981375,0.987125,0.987875,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.0785999639141255,1.428320991991464,2.386927295587588,0.27355335220237975,0.1243853960028237,0.07430871331813646,4.578861325109185,21.81344867540837,198.9373291936586,0.542375,0.6025,0.67275,0.457625,0.3975,0.32725,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.0817580872007984,1.4223295956935602,2.4406655849155596,0.26938533083864913,0.13210954231502328,0.08443110547697628,4.517403542081618,22.407652176215343,189.4073944548523,0.541875,0.607625,0.673375,0.458125,0.392375,0.326625,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.096049797459319,1.38302497264727,2.387569875486872,0.27923117509050405,0.11608600866159452,0.08024959991084227,4.419805772839332,21.609391978284958,192.56601830180293,0.548875,0.60125,0.673875,0.451125,0.39875,0.326125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.0910911663010947,1.4416872256791953,2.453005754561439,0.2692267672877791,0.1276930612362899,0.07790393605965922,4.302301898818663,22.925054822426194,194.69138525098305,0.549625,0.609,0.67575,0.450375,0.391,0.32425,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.6984963762135985,0.6481043381953357,0.6466926596407899,0.3081246628833093,0.26814066178138796,0.2617206114782786,1.6746211859050426,1.7405209948971365,1.6923684822394878,0.196375,0.187875,0.182875,0.803625,0.812125,0.817125,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,2.9182257188058944,7.609197334114563,19.3233885871335,1.0850679524650038,1.5787768860660223,2.2180903481713545,8.9607386668681,66.39133444730359,592.7629543531848,0.984375,0.99525,0.998875,0.015625,0.00475,0.001125,higher under Anchor,higher under Anchor,higher under Anchor,above 1,above 1,above 1,TRUE,TRUE
phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.4280301000296354,1.6721721138318155,1.7990369461674869,0.5943959126258592,0.574499682332396,0.5677947527126982,3.756216853933821,6.143960382397334,7.691252245349235,0.77725,0.824,0.82825,0.22275,0.176,0.17175,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,LVAC-LVDC interlink converter,phi4__LVAC-LVDC interlink converter,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.6075150024029501,0.5517868531588672,0.5438179199547277,0.28144461008875815,0.23145886761563972,0.2283095758383095,1.3893397347913532,1.3512717244379036,1.4014008892663805,0.108125,0.097,0.09725,0.891875,0.903,0.90275,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.5439942995446636,0.2610821237032837,0.15416614239760135,0.16595080129076273,0.04705124664946148,0.02102159315490178,1.9023945925853356,1.7466766453691818,1.3375831677789243,0.1655,0.07775,0.042125,0.8345,0.92225,0.957875,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.2509027574071987,1.9188821304338237,3.304972845957824,0.33679323706839437,0.19955680419109847,0.15131065661319065,5.0176878826666815,26.535886349408877,232.0233860789821,0.624,0.694375,0.75175,0.376,0.305625,0.24825,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.2639134823631875,1.807934957671986,3.2258290099153824,0.3450196118725983,0.20129092259166437,0.1573206222880505,4.9736784251806005,24.025332251557217,205.9991739959493,0.63,0.69325,0.749875,0.37,0.30675,0.250125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Network design tool for DC solutions,phi4__Network design tool for DC solutions,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.5442737608495459,0.2555099879068947,0.15552750018101547,0.1603924034706633,0.04684395189895956,0.02026883530866161,2.0708160908744953,1.755119923232434,1.3256570516455652,0.17675,0.08025,0.0415,0.82325,0.91975,0.9585,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,0.8573184376888776,0.5872741275825892,0.3917350608384679,0.252889383881636,0.08944080724833213,0.04080856659898505,3.1681091397569365,5.350024848801044,6.8885463112242835,0.40375,0.30375,0.24525,0.59625,0.69625,0.75475,uncertain,uncertain,uncertain,below 1,below 1,below 1,TRUE,TRUE
phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.327958919343399,1.9034998568689856,3.225165543314527,0.36665463565907774,0.2213207291946488,0.13734752655162605,5.116126646636463,23.540435585622937,226.94491987008283,0.655875,0.706875,0.7425,0.344125,0.293125,0.2575,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.3251600969893995,1.8578350481592834,3.2904704630501556,0.3647165842339088,0.2106335278438635,0.14166696860174516,4.996822534555899,22.99852386944241,214.84627693145316,0.66675,0.70525,0.745,0.33325,0.29475,0.255,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Protection DC system design tool,phi4__Protection DC system design tool,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.22776509268556994,0.08004897933735602,0.04801709242916538,0.0770001582417809,0.01916769752245214,0.007866889034575207,0.6982489465749241,0.32117185731422354,0.24738735462456252,0.006,2.5e-4,1.25e-4,0.994,0.99975,0.999875,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.071371633942886,1.4511604724706724,2.3974647836642893,0.2692073813262655,0.1258606520688863,0.08632443348503649,4.406830420587481,23.529452511520667,198.52716857654127,0.54025,0.597375,0.67025,0.45975,0.402625,0.32975,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.0887110867153882,1.3965157033230828,2.489830193742831,0.2617804777877402,0.11607307337876147,0.07725061857744428,4.515597579537716,21.165489793438454,190.65462239990308,0.5455,0.602,0.680625,0.4545,0.398,0.319375,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.0766515006198711,1.416592322301316,2.4876012616777006,0.26935576509804693,0.11955093424602434,0.07955512698604388,4.504075719294919,21.506981797006993,195.917664252161,0.547,0.60775,0.678375,0.453,0.39225,0.321625,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Semiconductor-based circuit breaker,phi4__Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.0955065168793268,1.3813052639742076,2.417952347029551,0.2719114460243473,0.12169921675715123,0.08276161780952491,4.7033157155923515,22.68357372491924,183.04315024179937,0.546875,0.595875,0.673,0.453125,0.404125,0.327,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.3666302599419486,1.9905244833600921,3.3833127770065685,0.38126486613078026,0.2400715337968973,0.17543787122531923,5.185388512771929,25.860479417517944,253.79568221895934,0.68325,0.717125,0.7655,0.31675,0.282875,0.2345,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.332768390457745,1.951444996924293,3.4397757121692365,0.38501093869784525,0.231193008224644,0.16147674805394605,5.16330362514187,27.45629653472569,254.6238955309194,0.66625,0.717,0.760125,0.33375,0.283,0.239875,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,0.4372382402050131,0.18021159145294924,0.10365604079454592,0.14049510893085226,0.040713503898927285,0.016609407147743963,1.4166032719954822,0.9574390627070183,0.6568212126542252,0.081,0.02175,0.00975,0.919,0.97825,0.99025,uncertain,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,FALSE
phi4,Smart and sustainable DC cables,phi4__Smart and sustainable DC cables,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,0.3207285941795362,0.12205800329092689,0.0714277887276838,0.10743419115692734,0.02916228083507923,0.012821753866308792,0.9981939877214864,0.5720603914270506,0.38851988399880283,0.025,0.004,0.00125,0.975,0.996,0.99875,lower under Anchor,lower under Anchor,lower under Anchor,below 1,below 1,below 1,TRUE,TRUE
phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.09632225065417,1.3935181096218192,2.503114404591267,0.2703318041183812,0.11794819885344356,0.08629741425373098,4.644096106038358,22.13670842631629,186.8512535121399,0.55375,0.610625,0.676375,0.44625,0.389375,0.323625,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.1095643344060249,1.3770572595636887,2.501446100627667,0.26539357919925466,0.12685667117595684,0.08535032987155834,4.604787761435101,20.99482722373056,198.69602342545417,0.554,0.606375,0.675,0.446,0.393625,0.325,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.077140723706825,1.420390236863742,2.421982521369255,0.2703308700416796,0.11917829751469697,0.08723642416324565,4.476964038950371,23.535386638170404,186.11279917563485,0.54575,0.600125,0.673375,0.45425,0.399875,0.326625,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Solid-state circuit breaker,phi4__Solid-state circuit breaker,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.1017215881919304,1.413316147451693,2.4478330666942947,0.26266896554280655,0.11879557820658307,0.07688300808530797,4.517959947632774,21.353898457636127,220.211709170876,0.556125,0.60175,0.67025,0.443875,0.39825,0.32975,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Static protection system,phi4__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,1.0936924162955766,1.4033818689979114,2.4609328670317483,0.2596087593874986,0.12962509870066105,0.08200664864141236,4.690044912514606,21.69402080619612,213.58017909146528,0.5455,0.602875,0.66775,0.4545,0.397125,0.33225,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Static protection system,phi4__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,1.0991198233312889,1.454493107116964,2.3510441552808357,0.27562311539907614,0.12215283867325416,0.08446957873485693,4.543554935458571,25.19075684856327,202.72663929654195,0.55225,0.605125,0.6745,0.44775,0.394875,0.3255,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Static protection system,phi4__Static protection system,ANCHOR_NUM_HIGH,ANCHOR_NUM_HIGH vs CONTEXT,1.1045955691648808,1.4566266188978974,2.5039261947091074,0.2754112771578687,0.12543940412377,0.08457426958199599,4.578564279806999,21.365086966467235,205.86273683141707,0.55075,0.606875,0.68875,0.44925,0.393125,0.31125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
phi4,Static protection system,phi4__Static protection system,ANCHOR_NUM_LOW,ANCHOR_NUM_LOW vs CONTEXT,1.081170910205827,1.4241580178549507,2.360399756380337,0.2711463483356711,0.12997396176010073,0.08776337095312133,4.590986310782376,20.73322717575557,167.27157941564874,0.545625,0.612625,0.676875,0.454375,0.387375,0.323125,uncertain,uncertain,uncertain,above 1,above 1,above 1,TRUE,TRUE
