row_id,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp,source,condition
gemma3_normative2_31_20250809_121508,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,31.0,20250809_121508,llm,CONTEXT
gemma3_subject_matter_31_20250809_121508,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,31.0,20250809_121508,llm,CONTEXT
gemma3_subject_matter2_31_20250809_121508,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,31.0,20250809_121508,llm,CONTEXT
llama_generalist_32_20250809_121949,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
llama_generalist2_32_20250809_121949,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
llama_normative_32_20250809_121949,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
llama_normative2_32_20250809_121949,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,4,Very important,32.0,20250809_121949,llm,CONTEXT
llama_subject_matter_32_20250809_121949,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
llama_subject_matter2_32_20250809_121949,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
mistral_generalist_32_20250809_121949,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
mistral_generalist2_32_20250809_121949,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
mistral_normative_32_20250809_121949,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,32.0,20250809_121949,llm,CONTEXT
mistral_normative2_32_20250809_121949,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
mistral_subject_matter_32_20250809_121949,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,4,Very important,32.0,20250809_121949,llm,CONTEXT
mistral_subject_matter2_32_20250809_121949,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
gemma3_generalist_32_20250809_121949,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
gemma3_generalist2_32_20250809_121949,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
gemma3_normative_32_20250809_121949,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
gemma3_normative2_32_20250809_121949,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
gemma3_subject_matter_32_20250809_121949,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
gemma3_subject_matter2_32_20250809_121949,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,32.0,20250809_121949,llm,CONTEXT
llama_generalist_33_20250809_122242,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
llama_generalist2_33_20250809_122242,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
llama_normative_33_20250809_122242,llama,llama_normative,normative,LVAC-LVDC interlink converter,4,Very important,33.0,20250809_122242,llm,CONTEXT
llama_normative2_33_20250809_122242,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
llama_subject_matter_33_20250809_122242,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,4,Very important,33.0,20250809_122242,llm,CONTEXT
llama_subject_matter2_33_20250809_122242,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
mistral_generalist_33_20250809_122242,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
mistral_generalist2_33_20250809_122242,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,4,Very important,33.0,20250809_122242,llm,CONTEXT
mistral_normative_33_20250809_122242,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,33.0,20250809_122242,llm,CONTEXT
mistral_normative2_33_20250809_122242,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,4,Very important,33.0,20250809_122242,llm,CONTEXT
mistral_subject_matter_33_20250809_122242,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,4,Very important,33.0,20250809_122242,llm,CONTEXT
mistral_subject_matter2_33_20250809_122242,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
gemma3_generalist_33_20250809_122242,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
gemma3_generalist2_33_20250809_122242,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
gemma3_normative_33_20250809_122242,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
gemma3_normative2_33_20250809_122242,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
gemma3_subject_matter_33_20250809_122242,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
gemma3_subject_matter2_33_20250809_122242,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,33.0,20250809_122242,llm,CONTEXT
llama_generalist_34_20250809_123212,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
llama_generalist2_34_20250809_123212,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
llama_normative_34_20250809_123212,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
llama_normative2_34_20250809_123212,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
llama_subject_matter_34_20250809_123212,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
llama_subject_matter2_34_20250809_123212,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
mistral_generalist_34_20250809_123212,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
mistral_generalist2_34_20250809_123212,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
mistral_normative_34_20250809_123212,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,34.0,20250809_123212,llm,CONTEXT
mistral_normative2_34_20250809_123212,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,4,Very important,34.0,20250809_123212,llm,CONTEXT
mistral_subject_matter_34_20250809_123212,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
mistral_subject_matter2_34_20250809_123212,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
gemma3_generalist_34_20250809_123212,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
gemma3_generalist2_34_20250809_123212,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
gemma3_normative_34_20250809_123212,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
gemma3_normative2_34_20250809_123212,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
gemma3_subject_matter_34_20250809_123212,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
gemma3_subject_matter2_34_20250809_123212,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,34.0,20250809_123212,llm,CONTEXT
llama_generalist_35_20250809_124805,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
llama_generalist2_35_20250809_124805,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
llama_normative_35_20250809_124805,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
llama_normative2_35_20250809_124805,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
llama_subject_matter_35_20250809_124805,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
llama_subject_matter2_35_20250809_124805,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
mistral_generalist_35_20250809_124805,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
mistral_generalist2_35_20250809_124805,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
mistral_normative_35_20250809_124805,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,35.0,20250809_124805,llm,CONTEXT
mistral_normative2_35_20250809_124805,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,4,Very important,35.0,20250809_124805,llm,CONTEXT
mistral_subject_matter_35_20250809_124805,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
mistral_subject_matter2_35_20250809_124805,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,4,Very important,35.0,20250809_124805,llm,CONTEXT
gemma3_generalist_35_20250809_124805,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
gemma3_generalist2_35_20250809_124805,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
gemma3_normative_35_20250809_124805,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
gemma3_normative2_35_20250809_124805,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
gemma3_subject_matter_35_20250809_124805,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
gemma3_subject_matter2_35_20250809_124805,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,35.0,20250809_124805,llm,CONTEXT
llama_generalist_36_20250809_125146,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
llama_generalist2_36_20250809_125146,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
llama_normative_36_20250809_125146,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
llama_normative2_36_20250809_125146,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
llama_subject_matter_36_20250809_125146,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
llama_subject_matter2_36_20250809_125146,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
mistral_generalist_36_20250809_125146,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
mistral_generalist2_36_20250809_125146,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
mistral_normative_36_20250809_125146,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,36.0,20250809_125146,llm,CONTEXT
mistral_normative2_36_20250809_125146,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
mistral_subject_matter_36_20250809_125146,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
mistral_subject_matter2_36_20250809_125146,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,4,Very important,36.0,20250809_125146,llm,CONTEXT
gemma3_generalist_36_20250809_125146,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
gemma3_generalist2_36_20250809_125146,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
gemma3_normative_36_20250809_125146,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
gemma3_normative2_36_20250809_125146,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
gemma3_subject_matter_36_20250809_125146,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
gemma3_subject_matter2_36_20250809_125146,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,36.0,20250809_125146,llm,CONTEXT
llama_generalist_37_20250809_130042,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
llama_generalist2_37_20250809_130042,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
llama_normative_37_20250809_130042,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
llama_normative2_37_20250809_130042,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
llama_subject_matter_37_20250809_130042,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
llama_subject_matter2_37_20250809_130042,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
mistral_generalist_37_20250809_130042,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
mistral_generalist2_37_20250809_130042,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
mistral_normative_37_20250809_130042,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,37.0,20250809_130042,llm,CONTEXT
mistral_normative2_37_20250809_130042,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
mistral_subject_matter_37_20250809_130042,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,4,Very important,37.0,20250809_130042,llm,CONTEXT
mistral_subject_matter2_37_20250809_130042,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
gemma3_generalist_37_20250809_130042,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
gemma3_generalist2_37_20250809_130042,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
gemma3_normative_37_20250809_130042,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
gemma3_normative2_37_20250809_130042,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
gemma3_subject_matter_37_20250809_130042,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
gemma3_subject_matter2_37_20250809_130042,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,37.0,20250809_130042,llm,CONTEXT
llama_generalist_38_20250809_130259,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
llama_generalist2_38_20250809_130259,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
llama_normative_38_20250809_130259,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
llama_normative2_38_20250809_130259,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,4,Very important,38.0,20250809_130259,llm,CONTEXT
llama_subject_matter_38_20250809_130259,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
llama_subject_matter2_38_20250809_130259,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
mistral_generalist_38_20250809_130259,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
mistral_generalist2_38_20250809_130259,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
mistral_normative_38_20250809_130259,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
mistral_normative2_38_20250809_130259,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
mistral_subject_matter_38_20250809_130259,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,4,Very important,38.0,20250809_130259,llm,CONTEXT
mistral_subject_matter2_38_20250809_130259,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
gemma3_generalist_38_20250809_130259,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
gemma3_generalist2_38_20250809_130259,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
gemma3_normative_38_20250809_130259,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
gemma3_normative2_38_20250809_130259,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
gemma3_subject_matter_38_20250809_130259,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
gemma3_subject_matter2_38_20250809_130259,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,38.0,20250809_130259,llm,CONTEXT
llama_generalist_39_20250809_130939,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
llama_generalist2_39_20250809_130939,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
llama_normative_39_20250809_130939,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
llama_normative2_39_20250809_130939,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
llama_subject_matter_39_20250809_130939,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
llama_subject_matter2_39_20250809_130939,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
mistral_generalist_39_20250809_130939,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
mistral_generalist2_39_20250809_130939,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,4,Very important,39.0,20250809_130939,llm,CONTEXT
mistral_normative_39_20250809_130939,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
mistral_normative2_39_20250809_130939,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,4,Very important,39.0,20250809_130939,llm,CONTEXT
mistral_subject_matter_39_20250809_130939,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,4,Very important,39.0,20250809_130939,llm,CONTEXT
mistral_subject_matter2_39_20250809_130939,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,4,Very important,39.0,20250809_130939,llm,CONTEXT
gemma3_generalist_39_20250809_130939,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
gemma3_generalist2_39_20250809_130939,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
gemma3_normative_39_20250809_130939,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
gemma3_normative2_39_20250809_130939,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
gemma3_subject_matter_39_20250809_130939,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
gemma3_subject_matter2_39_20250809_130939,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,39.0,20250809_130939,llm,CONTEXT
llama_generalist_40_20250809_132950,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,4,Very important,40.0,20250809_132950,llm,CONTEXT
llama_generalist2_40_20250809_132950,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
llama_normative_40_20250809_132950,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
llama_normative2_40_20250809_132950,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
llama_subject_matter_40_20250809_132950,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
llama_subject_matter2_40_20250809_132950,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
mistral_generalist_40_20250809_132950,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
mistral_generalist2_40_20250809_132950,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
mistral_normative_40_20250809_132950,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,40.0,20250809_132950,llm,CONTEXT
mistral_normative2_40_20250809_132950,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,4,Very important,40.0,20250809_132950,llm,CONTEXT
mistral_subject_matter_40_20250809_132950,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
mistral_subject_matter2_40_20250809_132950,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,4,Very important,40.0,20250809_132950,llm,CONTEXT
gemma3_generalist_40_20250809_132950,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
gemma3_generalist2_40_20250809_132950,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
gemma3_normative_40_20250809_132950,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
gemma3_normative2_40_20250809_132950,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
gemma3_subject_matter_40_20250809_132950,gemma3,gemma3_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
gemma3_subject_matter2_40_20250809_132950,gemma3,gemma3_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,40.0,20250809_132950,llm,CONTEXT
llama_generalist_41_20250809_133305,llama,llama_generalist,generalist,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
llama_generalist2_41_20250809_133305,llama,llama_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
llama_normative_41_20250809_133305,llama,llama_normative,normative,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
llama_normative2_41_20250809_133305,llama,llama_normative2,normative2,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
llama_subject_matter_41_20250809_133305,llama,llama_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
llama_subject_matter2_41_20250809_133305,llama,llama_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
mistral_generalist_41_20250809_133305,mistral,mistral_generalist,generalist,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
mistral_generalist2_41_20250809_133305,mistral,mistral_generalist2,generalist2,LVAC-LVDC interlink converter,4,Very important,41.0,20250809_133305,llm,CONTEXT
mistral_normative_41_20250809_133305,mistral,mistral_normative,normative,LVAC-LVDC interlink converter,4,Very important,41.0,20250809_133305,llm,CONTEXT
mistral_normative2_41_20250809_133305,mistral,mistral_normative2,normative2,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
mistral_subject_matter_41_20250809_133305,mistral,mistral_subject_matter,subject_matter,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
mistral_subject_matter2_41_20250809_133305,mistral,mistral_subject_matter2,subject_matter2,LVAC-LVDC interlink converter,4,Very important,41.0,20250809_133305,llm,CONTEXT
gemma3_generalist_41_20250809_133305,gemma3,gemma3_generalist,generalist,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
gemma3_generalist2_41_20250809_133305,gemma3,gemma3_generalist2,generalist2,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
gemma3_normative_41_20250809_133305,gemma3,gemma3_normative,normative,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
gemma3_normative2_41_20250809_133305,gemma3,gemma3_normative2,normative2,LVAC-LVDC interlink converter,3,Important,41.0,20250809_133305,llm,CONTEXT
