row_id,source,condition,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp
llama-pro_normative_25_20250619_145605,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,25.0,20250619_145605
llama-pro_normative_26_20250619_150137,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,26.0,20250619_150137
llama-pro_normative_27_20250619_151534,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,27.0,20250619_151534
llama-pro_normative_28_20250619_152543,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,28.0,20250619_152543
llama-pro_normative_29_20250619_152644,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,29.0,20250619_152644
llama-pro_normative_30_20250619_152757,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,30.0,20250619_152757
llama-pro_normative_31_20250619_152844,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,31.0,20250619_152844
llama-pro_normative_32_20250619_152940,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,32.0,20250619_152940
llama-pro_normative_33_20250619_153328,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,33.0,20250619_153328
llama-pro_normative_34_20250619_153546,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,34.0,20250619_153546
llama-pro_normative_35_20250619_153656,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,35.0,20250619_153656
llama-pro_normative_36_20250619_153742,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,36.0,20250619_153742
llama-pro_normative_37_20250619_154207,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,4,Very important,37.0,20250619_154207
llama-pro_normative_38_20250619_154321,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,38.0,20250619_154321
llama-pro_normative_39_20250619_154447,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,39.0,20250619_154447
llama-pro_normative_40_20250619_154622,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,4,Very important,40.0,20250619_154622
llama-pro_normative_41_20250619_154905,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,41.0,20250619_154905
llama-pro_normative_42_20250619_155033,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,4,Very important,42.0,20250619_155033
llama-pro_normative_43_20250619_155105,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,4,Very important,43.0,20250619_155105
llama-pro_normative_44_20250619_155200,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,44.0,20250619_155200
llama-pro_normative_45_20250619_155233,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,45.0,20250619_155233
llama-pro_normative_46_20250619_155503,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,46.0,20250619_155503
llama-pro_normative_47_20250619_155938,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,47.0,20250619_155938
llama-pro_normative_48_20250619_160030,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,3,Important,48.0,20250619_160030
llama-pro_normative_49_20250619_160215,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,DC-DC converter,4,Very important,49.0,20250619_160215
llama-pro_normative_00_20250619_160724,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,0.0,20250619_160724
llama-pro_normative_01_20250619_160914,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,1.0,20250619_160914
llama-pro_normative_02_20250619_160948,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,2.0,20250619_160948
llama-pro_normative_03_20250619_161024,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,3.0,20250619_161024
llama-pro_normative_04_20250619_161223,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,4.0,20250619_161223
llama-pro_normative_05_20250619_161304,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,5.0,20250619_161304
llama-pro_normative_06_20250619_161350,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,6.0,20250619_161350
llama-pro_normative_07_20250619_161503,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,7.0,20250619_161503
llama-pro_normative_08_20250619_161539,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,8.0,20250619_161539
llama-pro_normative_09_20250619_161744,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,9.0,20250619_161744
llama-pro_normative_10_20250619_161827,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,10.0,20250619_161827
llama-pro_normative_11_20250619_161910,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,11.0,20250619_161910
llama-pro_normative_12_20250619_162038,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,12.0,20250619_162038
llama-pro_normative_13_20250619_162113,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,13.0,20250619_162113
llama-pro_normative_14_20250619_162148,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,14.0,20250619_162148
llama-pro_normative_15_20250619_162307,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,15.0,20250619_162307
llama-pro_normative_16_20250619_162347,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,16.0,20250619_162347
llama-pro_normative_17_20250619_162422,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,17.0,20250619_162422
llama-pro_normative_18_20250619_162500,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,18.0,20250619_162500
llama-pro_normative_19_20250619_162535,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,19.0,20250619_162535
llama-pro_normative_20_20250619_162607,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,20.0,20250619_162607
llama-pro_normative_21_20250619_162717,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,21.0,20250619_162717
llama-pro_normative_22_20250619_162901,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,22.0,20250619_162901
llama-pro_normative_23_20250619_163219,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,23.0,20250619_163219
llama-pro_normative_24_20250620_094609,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,24.0,20250620_094609
llama-pro_normative_25_20250620_094657,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,25.0,20250620_094657
llama-pro_normative_26_20250620_094828,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,26.0,20250620_094828
llama-pro_normative_27_20250620_094951,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,27.0,20250620_094951
llama-pro_normative_28_20250620_095132,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,28.0,20250620_095132
llama-pro_normative_29_20250620_095315,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,29.0,20250620_095315
llama-pro_normative_30_20250620_095412,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,30.0,20250620_095412
llama-pro_normative_31_20250620_095556,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,31.0,20250620_095556
llama-pro_normative_32_20250620_095703,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,32.0,20250620_095703
llama-pro_normative_33_20250620_095741,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,33.0,20250620_095741
llama-pro_normative_34_20250620_095823,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,34.0,20250620_095823
llama-pro_normative_35_20250620_095909,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,35.0,20250620_095909
llama-pro_normative_36_20250620_100110,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,36.0,20250620_100110
llama-pro_normative_37_20250620_100202,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,37.0,20250620_100202
llama-pro_normative_38_20250620_100323,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,38.0,20250620_100323
llama-pro_normative_39_20250620_100406,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,39.0,20250620_100406
llama-pro_normative_40_20250620_100442,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,40.0,20250620_100442
llama-pro_normative_41_20250620_100518,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,41.0,20250620_100518
llama-pro_normative_42_20250620_100551,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,42.0,20250620_100551
llama-pro_normative_43_20250620_100641,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,43.0,20250620_100641
llama-pro_normative_44_20250620_100741,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,44.0,20250620_100741
llama-pro_normative_45_20250620_100909,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,45.0,20250620_100909
llama-pro_normative_46_20250620_100944,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,46.0,20250620_100944
llama-pro_normative_47_20250620_101117,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,47.0,20250620_101117
llama-pro_normative_48_20250620_101203,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,3,Important,48.0,20250620_101203
llama-pro_normative_49_20250620_101242,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,LVAC-LVDC interlink converter,4,Very important,49.0,20250620_101242
llama-pro_normative_00_20250620_104921,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,0.0,20250620_104921
llama-pro_normative_01_20250620_105004,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,1.0,20250620_105004
llama-pro_normative_02_20250620_105036,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,2.0,20250620_105036
llama-pro_normative_03_20250620_105124,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,3.0,20250620_105124
llama-pro_normative_04_20250620_105207,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,4.0,20250620_105207
llama-pro_normative_05_20250620_105426,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,5.0,20250620_105426
llama-pro_normative_06_20250620_105457,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,6.0,20250620_105457
llama-pro_normative_07_20250620_105824,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,7.0,20250620_105824
llama-pro_normative_08_20250620_110736,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,8.0,20250620_110736
llama-pro_normative_09_20250620_110807,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,9.0,20250620_110807
llama-pro_normative_10_20250620_110919,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,10.0,20250620_110919
llama-pro_normative_11_20250620_110952,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,11.0,20250620_110952
llama-pro_normative_12_20250620_111138,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,12.0,20250620_111138
llama-pro_normative_13_20250620_111227,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,13.0,20250620_111227
llama-pro_normative_14_20250620_111303,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,14.0,20250620_111303
llama-pro_normative_15_20250620_111500,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,15.0,20250620_111500
llama-pro_normative_16_20250620_120443,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,16.0,20250620_120443
llama-pro_normative_17_20250620_120637,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,17.0,20250620_120637
llama-pro_normative_18_20250620_120709,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,18.0,20250620_120709
llama-pro_normative_19_20250620_120815,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,19.0,20250620_120815
llama-pro_normative_20_20250620_122329,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,20.0,20250620_122329
llama-pro_normative_21_20250620_132347,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,21.0,20250620_132347
llama-pro_normative_22_20250620_132423,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,22.0,20250620_132423
llama-pro_normative_23_20250620_132615,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,23.0,20250620_132615
llama-pro_normative_24_20250620_132812,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,24.0,20250620_132812
llama-pro_normative_25_20250620_132846,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,25.0,20250620_132846
llama-pro_normative_26_20250620_132949,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,26.0,20250620_132949
llama-pro_normative_27_20250620_133320,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,27.0,20250620_133320
llama-pro_normative_28_20250620_133802,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,28.0,20250620_133802
llama-pro_normative_29_20250620_134953,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,29.0,20250620_134953
llama-pro_normative_30_20250620_135448,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,30.0,20250620_135448
llama-pro_normative_31_20250620_135703,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,31.0,20250620_135703
llama-pro_normative_32_20250620_135756,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,32.0,20250620_135756
llama-pro_normative_33_20250620_135826,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,33.0,20250620_135826
llama-pro_normative_34_20250620_140152,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,34.0,20250620_140152
llama-pro_normative_35_20250620_140401,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,35.0,20250620_140401
llama-pro_normative_36_20250620_140441,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,36.0,20250620_140441
llama-pro_normative_37_20250620_140614,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,37.0,20250620_140614
llama-pro_normative_38_20250620_140818,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,38.0,20250620_140818
llama-pro_normative_39_20250620_140848,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,39.0,20250620_140848
llama-pro_normative_40_20250620_141453,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,40.0,20250620_141453
llama-pro_normative_41_20250620_141758,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,41.0,20250620_141758
llama-pro_normative_42_20250620_141837,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,42.0,20250620_141837
llama-pro_normative_43_20250620_142007,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,43.0,20250620_142007
llama-pro_normative_44_20250620_142108,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,44.0,20250620_142108
llama-pro_normative_45_20250620_142144,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,45.0,20250620_142144
llama-pro_normative_46_20250620_142422,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,46.0,20250620_142422
llama-pro_normative_47_20250620_142628,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,47.0,20250620_142628
llama-pro_normative_48_20250620_142707,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,3,Important,48.0,20250620_142707
llama-pro_normative_49_20250620_142836,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Network design tool for DC solutions,4,Very important,49.0,20250620_142836
llama-pro_normative_00_20250619_015947,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,0.0,20250619_015947
llama-pro_normative_01_20250619_020023,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,1.0,20250619_020023
llama-pro_normative_02_20250619_020110,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,2.0,20250619_020110
llama-pro_normative_03_20250619_020309,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,3.0,20250619_020309
llama-pro_normative_04_20250619_020437,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,4.0,20250619_020437
llama-pro_normative_05_20250619_020514,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,5.0,20250619_020514
llama-pro_normative_06_20250619_020908,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,6.0,20250619_020908
llama-pro_normative_07_20250619_020938,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,7.0,20250619_020938
llama-pro_normative_08_20250619_021057,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,8.0,20250619_021057
llama-pro_normative_09_20250619_021219,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,9.0,20250619_021219
llama-pro_normative_10_20250619_021332,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,10.0,20250619_021332
llama-pro_normative_11_20250619_021627,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,11.0,20250619_021627
llama-pro_normative_12_20250619_022200,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,12.0,20250619_022200
llama-pro_normative_13_20250619_023001,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,13.0,20250619_023001
llama-pro_normative_14_20250619_093649,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,14.0,20250619_093649
llama-pro_normative_15_20250619_093802,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,15.0,20250619_093802
llama-pro_normative_16_20250619_094029,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,16.0,20250619_094029
llama-pro_normative_17_20250619_094234,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,17.0,20250619_094234
llama-pro_normative_18_20250619_094311,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,18.0,20250619_094311
llama-pro_normative_19_20250619_094343,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,19.0,20250619_094343
llama-pro_normative_20_20250619_094709,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,20.0,20250619_094709
llama-pro_normative_21_20250619_094924,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,21.0,20250619_094924
llama-pro_normative_22_20250619_095029,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,22.0,20250619_095029
llama-pro_normative_23_20250619_095232,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,23.0,20250619_095232
llama-pro_normative_24_20250619_095346,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,24.0,20250619_095346
llama-pro_normative_25_20250619_095522,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,25.0,20250619_095522
llama-pro_normative_26_20250619_095652,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,26.0,20250619_095652
llama-pro_normative_27_20250619_095735,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,27.0,20250619_095735
llama-pro_normative_28_20250619_095815,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,28.0,20250619_095815
llama-pro_normative_29_20250619_100123,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,29.0,20250619_100123
llama-pro_normative_30_20250619_100436,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,30.0,20250619_100436
llama-pro_normative_31_20250619_100625,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,31.0,20250619_100625
llama-pro_normative_32_20250619_100858,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,32.0,20250619_100858
llama-pro_normative_33_20250619_100933,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,33.0,20250619_100933
llama-pro_normative_34_20250619_101007,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,34.0,20250619_101007
llama-pro_normative_35_20250619_101043,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,35.0,20250619_101043
llama-pro_normative_36_20250619_101116,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,36.0,20250619_101116
llama-pro_normative_37_20250619_101818,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,37.0,20250619_101818
llama-pro_normative_38_20250619_102013,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,38.0,20250619_102013
llama-pro_normative_39_20250619_102130,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,39.0,20250619_102130
llama-pro_normative_40_20250619_102226,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,40.0,20250619_102226
llama-pro_normative_41_20250619_102532,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,4,Very important,41.0,20250619_102532
llama-pro_normative_42_20250619_102607,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,42.0,20250619_102607
llama-pro_normative_43_20250619_102650,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,43.0,20250619_102650
llama-pro_normative_44_20250619_103441,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,44.0,20250619_103441
llama-pro_normative_45_20250619_103707,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,45.0,20250619_103707
llama-pro_normative_46_20250619_103748,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,46.0,20250619_103748
llama-pro_normative_47_20250619_104134,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,47.0,20250619_104134
llama-pro_normative_48_20250619_104212,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,48.0,20250619_104212
llama-pro_normative_49_20250619_104246,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Protection DC system design tool,3,Important,49.0,20250619_104246
llama-pro_normative_00_20250619_000639,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,3,Important,0.0,20250619_000639
llama-pro_normative_01_20250619_000904,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,3,Important,1.0,20250619_000904
llama-pro_normative_02_20250619_000938,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,2,Somewhat important,2.0,20250619_000938
llama-pro_normative_03_20250619_001055,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,2,Somewhat important,3.0,20250619_001055
llama-pro_normative_04_20250619_001306,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,3,Important,4.0,20250619_001306
llama-pro_normative_05_20250619_001355,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,3,Important,5.0,20250619_001355
llama-pro_normative_06_20250619_001432,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,3,Important,6.0,20250619_001432
llama-pro_normative_07_20250619_001512,llm,ZEROSHOT,llama-pro,llama-pro_normative,normative,Semiconductor-based circuit breaker,3,Important,7.0,20250619_001512
