row_id,variant_id,base_model,model,dc_solution,rating,label,condition,anchor_type,anchor_level,iteration
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_00_20260704_225810,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_00_20260704_225810,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_00_20260704_225810,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_00_20260704_225810,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_00_20260704_225810,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_01_20260704_230049,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_01_20260704_230049,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_01_20260704_230049,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_01_20260704_230049,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_01_20260704_230049,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_01_20260704_230049,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_01_20260704_230049,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_01_20260704_230049,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_01_20260704_230049,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_01_20260704_230049,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_01_20260704_230049,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_01_20260704_230049,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_02_20260704_230318,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_02_20260704_230318,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_02_20260704_230318,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_02_20260704_230318,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_02_20260704_230318,llama_normative,llama,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_02_20260704_230318,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_02_20260704_230318,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_02_20260704_230318,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_02_20260704_230318,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_02_20260704_230318,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_02_20260704_230318,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_02_20260704_230318,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_03_20260704_230618,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_03_20260704_230618,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_03_20260704_230618,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_03_20260704_230618,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_03_20260704_230618,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_03_20260704_230618,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_03_20260704_230618,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_03_20260704_230618,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_03_20260704_230618,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_03_20260704_230618,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_03_20260704_230618,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_03_20260704_230618,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_04_20260704_230913,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_04_20260704_230913,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_04_20260704_230913,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_04_20260704_230913,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_04_20260704_230913,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_04_20260704_230913,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_04_20260704_230913,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_04_20260704_230913,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_04_20260704_230913,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_04_20260704_230913,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_04_20260704_230913,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_04_20260704_230913,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_05_20260704_231126,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_05_20260704_231126,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_05_20260704_231126,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_05_20260704_231126,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_05_20260704_231126,llama_normative,llama,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_05_20260704_231126,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_05_20260704_231126,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_05_20260704_231126,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_05_20260704_231126,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_05_20260704_231126,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_05_20260704_231126,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_05_20260704_231126,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_06_20260704_231351,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_06_20260704_231351,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_06_20260704_231351,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_06_20260704_231351,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_06_20260704_231351,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_06_20260704_231351,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_06_20260704_231351,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_06_20260704_231351,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_06_20260704_231351,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_06_20260704_231351,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_06_20260704_231351,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_06_20260704_231351,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_07_20260704_231657,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_07_20260704_231657,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_07_20260704_231657,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_07_20260704_231657,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_07_20260704_231657,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_07_20260704_231657,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_07_20260704_231657,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_07_20260704_231657,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_07_20260704_231657,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_07_20260704_231657,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_07_20260704_231657,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_07_20260704_231657,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_08_20260704_231943,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_08_20260704_231943,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_08_20260704_231943,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_08_20260704_231943,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_08_20260704_231943,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_08_20260704_231943,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_08_20260704_231943,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_08_20260704_231943,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_08_20260704_231943,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_08_20260704_231943,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_08_20260704_231943,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_08_20260704_231943,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_generalist_09_20260704_232214,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_normative_09_20260704_232214,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_phi4_subject-matter_09_20260704_232214,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_generalist_09_20260704_232214,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_normative_09_20260704_232214,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_llama_subject-matter_09_20260704_232214,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_generalist_09_20260704_232214,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_normative_09_20260704_232214,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_mistral_subject-matter_09_20260704_232214,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_generalist_09_20260704_232214,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_normative_09_20260704_232214,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_semiconductor_based_circuit_breaker_gemma3_subject-matter_09_20260704_232214,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_00_20260705_171456,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_00_20260705_171456,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_00_20260705_171456,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_llama_generalist_00_20260705_171456,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_llama_normative_00_20260705_171456,llama_normative,llama,normative,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_llama_subject-matter_00_20260705_171456,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_mistral_generalist_00_20260705_171456,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_mistral_normative_00_20260705_171456,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_mistral_subject-matter_00_20260705_171456,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_generalist_00_20260705_171456,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_normative_00_20260705_171456,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_gemma3_subject-matter_00_20260705_171456,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_protection_dc_system_design_tool_phi4_generalist_01_20260705_171716,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_phi4_normative_01_20260705_171716,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
ANCHOR_WORD_protection_dc_system_design_tool_phi4_subject-matter_01_20260705_171716,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,anchor,ANCHOR_WORD,,1
