row_id,variant_id,base_model,model,dc_solution,rating,label,condition,iteration
phi4_generalist_08_20260702_165156,phi4_generalist,phi4,generalist,DC connectors,3,Important,context,8
phi4_normative_08_20260702_165156,phi4_normative,phi4,normative,DC connectors,4,Very important,context,8
phi4_subject-matter_08_20260702_165156,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,8
llama_generalist_08_20260702_165156,llama_generalist,llama,generalist,DC connectors,4,Very important,context,8
llama_normative_08_20260702_165156,llama_normative,llama,normative,DC connectors,4,Very important,context,8
llama_subject-matter_08_20260702_165156,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,8
mistral_generalist_08_20260702_165156,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,8
mistral_normative_08_20260702_165156,mistral_normative,mistral,normative,DC connectors,4,Very important,context,8
mistral_subject-matter_08_20260702_165156,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,8
gemma3_generalist_08_20260702_165156,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,8
gemma3_normative_08_20260702_165156,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,8
gemma3_subject-matter_08_20260702_165156,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,8
phi4_generalist_09_20260702_165420,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,9
phi4_normative_09_20260702_165420,phi4_normative,phi4,normative,DC connectors,4,Very important,context,9
phi4_subject-matter_09_20260702_165420,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,9
llama_generalist_09_20260702_165420,llama_generalist,llama,generalist,DC connectors,3,Important,context,9
llama_normative_09_20260702_165420,llama_normative,llama,normative,DC connectors,3,Important,context,9
llama_subject-matter_09_20260702_165420,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,9
mistral_generalist_09_20260702_165420,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,9
mistral_normative_09_20260702_165420,mistral_normative,mistral,normative,DC connectors,4,Very important,context,9
mistral_subject-matter_09_20260702_165420,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,9
gemma3_generalist_09_20260702_165420,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,9
gemma3_normative_09_20260702_165420,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,9
gemma3_subject-matter_09_20260702_165420,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,9
phi4_generalist_10_20260702_165651,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,10
phi4_normative_10_20260702_165651,phi4_normative,phi4,normative,DC connectors,3,Important,context,10
phi4_subject-matter_10_20260702_165651,phi4_subject-matter,phi4,subject-matter,DC connectors,3,Important,context,10
llama_generalist_10_20260702_165651,llama_generalist,llama,generalist,DC connectors,3,Important,context,10
llama_normative_10_20260702_165651,llama_normative,llama,normative,DC connectors,3,Important,context,10
llama_subject-matter_10_20260702_165651,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,10
mistral_generalist_10_20260702_165651,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,10
mistral_normative_10_20260702_165651,mistral_normative,mistral,normative,DC connectors,4,Very important,context,10
mistral_subject-matter_10_20260702_165651,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,10
gemma3_generalist_10_20260702_165651,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,10
gemma3_normative_10_20260702_165651,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,10
gemma3_subject-matter_10_20260702_165651,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,10
phi4_generalist_11_20260702_165922,phi4_generalist,phi4,generalist,DC connectors,3,Important,context,11
phi4_normative_11_20260702_165922,phi4_normative,phi4,normative,DC connectors,4,Very important,context,11
phi4_subject-matter_11_20260702_165922,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,11
llama_generalist_11_20260702_165922,llama_generalist,llama,generalist,DC connectors,3,Important,context,11
llama_normative_11_20260702_165922,llama_normative,llama,normative,DC connectors,3,Important,context,11
llama_subject-matter_11_20260702_165922,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,11
mistral_generalist_11_20260702_165922,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,11
mistral_normative_11_20260702_165922,mistral_normative,mistral,normative,DC connectors,4,Very important,context,11
mistral_subject-matter_11_20260702_165922,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,11
gemma3_generalist_11_20260702_165922,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,11
gemma3_normative_11_20260702_165922,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,11
gemma3_subject-matter_11_20260702_165922,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,11
phi4_generalist_12_20260702_170126,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,12
phi4_normative_12_20260702_170126,phi4_normative,phi4,normative,DC connectors,4,Very important,context,12
phi4_subject-matter_12_20260702_170126,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,12
llama_generalist_12_20260702_170126,llama_generalist,llama,generalist,DC connectors,3,Important,context,12
llama_normative_12_20260702_170126,llama_normative,llama,normative,DC connectors,3,Important,context,12
llama_subject-matter_12_20260702_170126,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,12
mistral_generalist_12_20260702_170126,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,12
mistral_normative_12_20260702_170126,mistral_normative,mistral,normative,DC connectors,4,Very important,context,12
mistral_subject-matter_12_20260702_170126,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,12
gemma3_generalist_12_20260702_170126,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,12
gemma3_normative_12_20260702_170126,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,12
gemma3_subject-matter_12_20260702_170126,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,12
phi4_generalist_13_20260702_170355,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,13
phi4_normative_13_20260702_170355,phi4_normative,phi4,normative,DC connectors,4,Very important,context,13
phi4_subject-matter_13_20260702_170355,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,13
llama_generalist_13_20260702_170355,llama_generalist,llama,generalist,DC connectors,3,Important,context,13
llama_normative_13_20260702_170355,llama_normative,llama,normative,DC connectors,4,Very important,context,13
llama_subject-matter_13_20260702_170355,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,13
mistral_generalist_13_20260702_170355,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,13
mistral_normative_13_20260702_170355,mistral_normative,mistral,normative,DC connectors,4,Very important,context,13
mistral_subject-matter_13_20260702_170355,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,13
gemma3_generalist_13_20260702_170355,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,13
gemma3_normative_13_20260702_170355,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,13
gemma3_subject-matter_13_20260702_170355,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,13
phi4_generalist_14_20260702_170604,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,14
phi4_normative_14_20260702_170604,phi4_normative,phi4,normative,DC connectors,4,Very important,context,14
phi4_subject-matter_14_20260702_170604,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,14
llama_generalist_14_20260702_170604,llama_generalist,llama,generalist,DC connectors,3,Important,context,14
llama_normative_14_20260702_170604,llama_normative,llama,normative,DC connectors,4,Very important,context,14
llama_subject-matter_14_20260702_170604,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,14
mistral_generalist_14_20260702_170604,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,14
mistral_normative_14_20260702_170604,mistral_normative,mistral,normative,DC connectors,4,Very important,context,14
mistral_subject-matter_14_20260702_170604,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,14
gemma3_generalist_14_20260702_170604,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,14
gemma3_normative_14_20260702_170604,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,14
gemma3_subject-matter_14_20260702_170604,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,14
phi4_generalist_15_20260702_170853,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,15
phi4_normative_15_20260702_170853,phi4_normative,phi4,normative,DC connectors,4,Very important,context,15
phi4_subject-matter_15_20260702_170853,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,15
llama_generalist_15_20260702_170853,llama_generalist,llama,generalist,DC connectors,3,Important,context,15
llama_normative_15_20260702_170853,llama_normative,llama,normative,DC connectors,3,Important,context,15
llama_subject-matter_15_20260702_170853,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,15
mistral_generalist_15_20260702_170853,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,15
mistral_normative_15_20260702_170853,mistral_normative,mistral,normative,DC connectors,4,Very important,context,15
mistral_subject-matter_15_20260702_170853,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,15
gemma3_generalist_15_20260702_170853,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,15
gemma3_normative_15_20260702_170853,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,15
gemma3_subject-matter_15_20260702_170853,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,15
phi4_generalist_16_20260702_171120,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,16
phi4_normative_16_20260702_171120,phi4_normative,phi4,normative,DC connectors,4,Very important,context,16
phi4_subject-matter_16_20260702_171120,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,16
llama_generalist_16_20260702_171120,llama_generalist,llama,generalist,DC connectors,3,Important,context,16
llama_normative_16_20260702_171120,llama_normative,llama,normative,DC connectors,3,Important,context,16
llama_subject-matter_16_20260702_171120,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,16
mistral_generalist_16_20260702_171120,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,16
mistral_normative_16_20260702_171120,mistral_normative,mistral,normative,DC connectors,4,Very important,context,16
mistral_subject-matter_16_20260702_171120,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,16
gemma3_generalist_16_20260702_171120,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,16
gemma3_normative_16_20260702_171120,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,16
gemma3_subject-matter_16_20260702_171120,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,16
phi4_generalist_17_20260702_171340,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,17
phi4_normative_17_20260702_171340,phi4_normative,phi4,normative,DC connectors,4,Very important,context,17
phi4_subject-matter_17_20260702_171340,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,17
llama_generalist_17_20260702_171340,llama_generalist,llama,generalist,DC connectors,3,Important,context,17
llama_normative_17_20260702_171340,llama_normative,llama,normative,DC connectors,4,Very important,context,17
llama_subject-matter_17_20260702_171340,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,17
mistral_generalist_17_20260702_171340,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,17
mistral_normative_17_20260702_171340,mistral_normative,mistral,normative,DC connectors,4,Very important,context,17
mistral_subject-matter_17_20260702_171340,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,17
gemma3_generalist_17_20260702_171340,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,17
gemma3_normative_17_20260702_171340,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,17
gemma3_subject-matter_17_20260702_171340,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,17
phi4_generalist_18_20260702_171603,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,18
phi4_normative_18_20260702_171603,phi4_normative,phi4,normative,DC connectors,3,Important,context,18
phi4_subject-matter_18_20260702_171603,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,18
llama_generalist_18_20260702_171603,llama_generalist,llama,generalist,DC connectors,4,Very important,context,18
llama_normative_18_20260702_171603,llama_normative,llama,normative,DC connectors,4,Very important,context,18
llama_subject-matter_18_20260702_171603,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,18
mistral_generalist_18_20260702_171603,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,18
mistral_normative_18_20260702_171603,mistral_normative,mistral,normative,DC connectors,4,Very important,context,18
mistral_subject-matter_18_20260702_171603,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,18
gemma3_generalist_18_20260702_171603,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,18
gemma3_normative_18_20260702_171603,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,18
gemma3_subject-matter_18_20260702_171603,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,18
phi4_generalist_19_20260702_171821,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,19
phi4_normative_19_20260702_171821,phi4_normative,phi4,normative,DC connectors,4,Very important,context,19
phi4_subject-matter_19_20260702_171821,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,19
llama_generalist_19_20260702_171821,llama_generalist,llama,generalist,DC connectors,4,Very important,context,19
llama_normative_19_20260702_171821,llama_normative,llama,normative,DC connectors,4,Very important,context,19
llama_subject-matter_19_20260702_171821,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,19
mistral_generalist_19_20260702_171821,mistral_generalist,mistral,generalist,DC connectors,3,Important,context,19
mistral_normative_19_20260702_171821,mistral_normative,mistral,normative,DC connectors,4,Very important,context,19
mistral_subject-matter_19_20260702_171821,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,19
gemma3_generalist_19_20260702_171821,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,19
gemma3_normative_19_20260702_171821,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,19
gemma3_subject-matter_19_20260702_171821,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,19
phi4_generalist_20_20260702_172046,phi4_generalist,phi4,generalist,DC connectors,3,Important,context,20
phi4_normative_20_20260702_172046,phi4_normative,phi4,normative,DC connectors,4,Very important,context,20
phi4_subject-matter_20_20260702_172046,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,20
llama_generalist_20_20260702_172046,llama_generalist,llama,generalist,DC connectors,4,Very important,context,20
llama_normative_20_20260702_172046,llama_normative,llama,normative,DC connectors,3,Important,context,20
llama_subject-matter_20_20260702_172046,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,20
mistral_generalist_20_20260702_172046,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,20
mistral_normative_20_20260702_172046,mistral_normative,mistral,normative,DC connectors,4,Very important,context,20
mistral_subject-matter_20_20260702_172046,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,20
gemma3_generalist_20_20260702_172046,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,20
gemma3_normative_20_20260702_172046,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,20
gemma3_subject-matter_20_20260702_172046,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,20
phi4_generalist_21_20260702_172318,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,21
phi4_normative_21_20260702_172318,phi4_normative,phi4,normative,DC connectors,3,Important,context,21
phi4_subject-matter_21_20260702_172318,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,21
llama_generalist_21_20260702_172318,llama_generalist,llama,generalist,DC connectors,3,Important,context,21
llama_normative_21_20260702_172318,llama_normative,llama,normative,DC connectors,3,Important,context,21
llama_subject-matter_21_20260702_172318,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,21
mistral_generalist_21_20260702_172318,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,21
mistral_normative_21_20260702_172318,mistral_normative,mistral,normative,DC connectors,4,Very important,context,21
mistral_subject-matter_21_20260702_172318,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,21
gemma3_generalist_21_20260702_172318,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,21
gemma3_normative_21_20260702_172318,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,21
gemma3_subject-matter_21_20260702_172318,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,21
phi4_generalist_22_20260702_172534,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,22
phi4_normative_22_20260702_172534,phi4_normative,phi4,normative,DC connectors,4,Very important,context,22
phi4_subject-matter_22_20260702_172534,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,22
llama_generalist_22_20260702_172534,llama_generalist,llama,generalist,DC connectors,3,Important,context,22
llama_normative_22_20260702_172534,llama_normative,llama,normative,DC connectors,3,Important,context,22
llama_subject-matter_22_20260702_172534,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,22
mistral_generalist_22_20260702_172534,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,22
mistral_normative_22_20260702_172534,mistral_normative,mistral,normative,DC connectors,4,Very important,context,22
mistral_subject-matter_22_20260702_172534,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,22
gemma3_generalist_22_20260702_172534,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,22
gemma3_normative_22_20260702_172534,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,22
gemma3_subject-matter_22_20260702_172534,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,22
phi4_generalist_23_20260702_172811,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,23
phi4_normative_23_20260702_172811,phi4_normative,phi4,normative,DC connectors,4,Very important,context,23
phi4_subject-matter_23_20260702_172811,phi4_subject-matter,phi4,subject-matter,DC connectors,3,Important,context,23
llama_generalist_23_20260702_172811,llama_generalist,llama,generalist,DC connectors,3,Important,context,23
llama_normative_23_20260702_172811,llama_normative,llama,normative,DC connectors,4,Very important,context,23
llama_subject-matter_23_20260702_172811,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,23
mistral_generalist_23_20260702_172811,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,23
mistral_normative_23_20260702_172811,mistral_normative,mistral,normative,DC connectors,4,Very important,context,23
mistral_subject-matter_23_20260702_172811,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,23
gemma3_generalist_23_20260702_172811,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,23
gemma3_normative_23_20260702_172811,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,23
gemma3_subject-matter_23_20260702_172811,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,23
phi4_generalist_24_20260702_173052,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,24
phi4_normative_24_20260702_173052,phi4_normative,phi4,normative,DC connectors,4,Very important,context,24
phi4_subject-matter_24_20260702_173052,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,24
llama_generalist_24_20260702_173052,llama_generalist,llama,generalist,DC connectors,3,Important,context,24
llama_normative_24_20260702_173052,llama_normative,llama,normative,DC connectors,3,Important,context,24
llama_subject-matter_24_20260702_173052,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,24
mistral_generalist_24_20260702_173052,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,24
mistral_normative_24_20260702_173052,mistral_normative,mistral,normative,DC connectors,4,Very important,context,24
mistral_subject-matter_24_20260702_173052,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,24
gemma3_generalist_24_20260702_173052,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,24
gemma3_normative_24_20260702_173052,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,24
gemma3_subject-matter_24_20260702_173052,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,24
phi4_generalist_25_20260702_173339,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,25
phi4_normative_25_20260702_173339,phi4_normative,phi4,normative,DC connectors,4,Very important,context,25
phi4_subject-matter_25_20260702_173339,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,25
llama_generalist_25_20260702_173339,llama_generalist,llama,generalist,DC connectors,3,Important,context,25
llama_normative_25_20260702_173339,llama_normative,llama,normative,DC connectors,4,Very important,context,25
llama_subject-matter_25_20260702_173339,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,25
mistral_generalist_25_20260702_173339,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,25
mistral_normative_25_20260702_173339,mistral_normative,mistral,normative,DC connectors,4,Very important,context,25
mistral_subject-matter_25_20260702_173339,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,25
gemma3_generalist_25_20260702_173339,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,25
gemma3_normative_25_20260702_173339,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,25
gemma3_subject-matter_25_20260702_173339,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,25
phi4_generalist_26_20260702_173619,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,26
phi4_normative_26_20260702_173619,phi4_normative,phi4,normative,DC connectors,4,Very important,context,26
phi4_subject-matter_26_20260702_173619,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,26
llama_generalist_26_20260702_173619,llama_generalist,llama,generalist,DC connectors,3,Important,context,26
llama_normative_26_20260702_173619,llama_normative,llama,normative,DC connectors,3,Important,context,26
llama_subject-matter_26_20260702_173619,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,26
mistral_generalist_26_20260702_173619,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,26
mistral_normative_26_20260702_173619,mistral_normative,mistral,normative,DC connectors,4,Very important,context,26
mistral_subject-matter_26_20260702_173619,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,26
gemma3_generalist_26_20260702_173619,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,26
gemma3_normative_26_20260702_173619,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,26
gemma3_subject-matter_26_20260702_173619,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,26
phi4_generalist_27_20260702_173900,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,27
phi4_normative_27_20260702_173900,phi4_normative,phi4,normative,DC connectors,4,Very important,context,27
phi4_subject-matter_27_20260702_173900,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,27
llama_generalist_27_20260702_173900,llama_generalist,llama,generalist,DC connectors,3,Important,context,27
llama_normative_27_20260702_173900,llama_normative,llama,normative,DC connectors,3,Important,context,27
llama_subject-matter_27_20260702_173900,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,27
mistral_generalist_27_20260702_173900,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,27
mistral_normative_27_20260702_173900,mistral_normative,mistral,normative,DC connectors,4,Very important,context,27
mistral_subject-matter_27_20260702_173900,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,27
gemma3_generalist_27_20260702_173900,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,27
gemma3_normative_27_20260702_173900,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,27
gemma3_subject-matter_27_20260702_173900,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,27
phi4_generalist_28_20260702_174136,phi4_generalist,phi4,generalist,DC connectors,3,Important,context,28
phi4_normative_28_20260702_174136,phi4_normative,phi4,normative,DC connectors,4,Very important,context,28
phi4_subject-matter_28_20260702_174136,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,28
llama_generalist_28_20260702_174136,llama_generalist,llama,generalist,DC connectors,4,Very important,context,28
llama_normative_28_20260702_174136,llama_normative,llama,normative,DC connectors,3,Important,context,28
llama_subject-matter_28_20260702_174136,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,28
mistral_generalist_28_20260702_174136,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,28
mistral_normative_28_20260702_174136,mistral_normative,mistral,normative,DC connectors,4,Very important,context,28
mistral_subject-matter_28_20260702_174136,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,28
gemma3_generalist_28_20260702_174136,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,28
gemma3_normative_28_20260702_174136,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,28
gemma3_subject-matter_28_20260702_174136,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,28
phi4_generalist_29_20260702_174422,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,29
phi4_normative_29_20260702_174422,phi4_normative,phi4,normative,DC connectors,4,Very important,context,29
phi4_subject-matter_29_20260702_174422,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,29
llama_generalist_29_20260702_174422,llama_generalist,llama,generalist,DC connectors,3,Important,context,29
llama_normative_29_20260702_174422,llama_normative,llama,normative,DC connectors,4,Very important,context,29
llama_subject-matter_29_20260702_174422,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,29
mistral_generalist_29_20260702_174422,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,29
mistral_normative_29_20260702_174422,mistral_normative,mistral,normative,DC connectors,4,Very important,context,29
mistral_subject-matter_29_20260702_174422,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,29
gemma3_generalist_29_20260702_174422,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,29
gemma3_normative_29_20260702_174422,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,29
gemma3_subject-matter_29_20260702_174422,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,29
phi4_generalist_30_20260702_174649,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,30
phi4_normative_30_20260702_174649,phi4_normative,phi4,normative,DC connectors,4,Very important,context,30
phi4_subject-matter_30_20260702_174649,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,30
llama_generalist_30_20260702_174649,llama_generalist,llama,generalist,DC connectors,4,Very important,context,30
llama_normative_30_20260702_174649,llama_normative,llama,normative,DC connectors,3,Important,context,30
llama_subject-matter_30_20260702_174649,llama_subject-matter,llama,subject-matter,DC connectors,4,Very important,context,30
mistral_generalist_30_20260702_174649,mistral_generalist,mistral,generalist,DC connectors,4,Very important,context,30
mistral_normative_30_20260702_174649,mistral_normative,mistral,normative,DC connectors,3,Important,context,30
mistral_subject-matter_30_20260702_174649,mistral_subject-matter,mistral,subject-matter,DC connectors,4,Very important,context,30
gemma3_generalist_30_20260702_174649,gemma3_generalist,gemma3,generalist,DC connectors,3,Important,context,30
gemma3_normative_30_20260702_174649,gemma3_normative,gemma3,normative,DC connectors,3,Important,context,30
gemma3_subject-matter_30_20260702_174649,gemma3_subject-matter,gemma3,subject-matter,DC connectors,3,Important,context,30
phi4_generalist_31_20260702_174912,phi4_generalist,phi4,generalist,DC connectors,4,Very important,context,31
phi4_normative_31_20260702_174912,phi4_normative,phi4,normative,DC connectors,4,Very important,context,31
phi4_subject-matter_31_20260702_174912,phi4_subject-matter,phi4,subject-matter,DC connectors,4,Very important,context,31
llama_generalist_31_20260702_174912,llama_generalist,llama,generalist,DC connectors,4,Very important,context,31
llama_normative_31_20260702_174912,llama_normative,llama,normative,DC connectors,4,Very important,context,31
llama_subject-matter_31_20260702_174912,llama_subject-matter,llama,subject-matter,DC connectors,3,Important,context,31
