row_id,source,base_model,variant_id,model,barrier_id,barrier_label,condition,iteration,timestamp
normative2_phi4_12_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,12.0,20250801_193345
normative2_phi4_12_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,12.0,20250801_193345
normative2_phi4_13_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,13.0,20250801_193442
normative2_phi4_13_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,13.0,20250801_193442
normative2_phi4_13_b4,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,13.0,20250801_193442
normative2_phi4_13_b9,llm,phi4,normative2_phi4,normative2,9,lack of enough trained personnel in DC systems,CONTEXT,13.0,20250801_193442
normative2_phi4_13_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,13.0,20250801_193442
normative2_phi4_14_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,14.0,20250801_193532
normative2_phi4_14_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,14.0,20250801_193532
normative2_phi4_14_b4,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,14.0,20250801_193532
normative2_phi4_14_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,14.0,20250801_193532
normative2_phi4_14_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,14.0,20250801_193532
normative2_phi4_15_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,15.0,20250801_193627
normative2_phi4_15_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,15.0,20250801_193627
normative2_phi4_15_b4,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,15.0,20250801_193627
normative2_phi4_15_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,15.0,20250801_193627
normative2_phi4_15_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,15.0,20250801_193627
normative2_phi4_16_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,16.0,20250801_193721
normative2_phi4_16_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,16.0,20250801_193721
normative2_phi4_16_b3,llm,phi4,normative2_phi4,normative2,3,lack of use-cases in which DC is advantageous,CONTEXT,16.0,20250801_193721
normative2_phi4_16_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,16.0,20250801_193721
normative2_phi4_16_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,16.0,20250801_193721
normative2_phi4_17_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,17.0,20250801_193814
normative2_phi4_17_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,17.0,20250801_193814
normative2_phi4_17_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,17.0,20250801_193814
normative2_phi4_17_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,17.0,20250801_193814
normative2_phi4_17_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,17.0,20250801_193814
normative2_phi4_18_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,18.0,20250801_193904
normative2_phi4_18_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,18.0,20250801_193904
normative2_phi4_18_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,18.0,20250801_193904
normative2_phi4_18_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,18.0,20250801_193904
normative2_phi4_18_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,18.0,20250801_193904
normative2_phi4_19_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,19.0,20250801_193957
normative2_phi4_19_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,19.0,20250801_193957
normative2_phi4_19_b5,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,19.0,20250801_193957
normative2_phi4_19_b3,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,19.0,20250801_193957
normative2_phi4_19_b4,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,19.0,20250801_193957
normative2_phi4_20_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,20.0,20250801_194127
normative2_phi4_20_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,20.0,20250801_194127
normative2_phi4_20_b3,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,20.0,20250801_194127
normative2_phi4_20_b4,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,20.0,20250801_194127
normative2_phi4_20_b5,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,20.0,20250801_194127
normative2_phi4_21_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,21.0,20250801_194310
normative2_phi4_21_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,21.0,20250801_194310
normative2_phi4_21_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,21.0,20250801_194310
normative2_phi4_21_b9,llm,phi4,normative2_phi4,normative2,9,lack of enough trained personnel in DC systems,CONTEXT,21.0,20250801_194310
normative2_phi4_21_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,21.0,20250801_194310
normative2_phi4_22_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,22.0,20250801_221307
normative2_phi4_22_b2,llm,phi4,normative2_phi4,normative2,3,lack of use-cases in which DC is advantageous,CONTEXT,22.0,20250801_221307
normative2_phi4_22_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,22.0,20250801_221307
normative2_phi4_22_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,22.0,20250801_221307
normative2_phi4_22_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,22.0,20250801_221307
normative2_phi4_23_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,23.0,20250801_221435
normative2_phi4_23_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,23.0,20250801_221435
normative2_phi4_23_b3,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,23.0,20250801_221435
normative2_phi4_23_b4,llm,phi4,normative2_phi4,normative2,9,lack of enough trained personnel in DC systems,CONTEXT,23.0,20250801_221435
normative2_phi4_23_b5,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,23.0,20250801_221435
normative2_phi4_24_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,24.0,20250801_221741
normative2_phi4_24_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,24.0,20250801_221741
normative2_phi4_24_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,24.0,20250801_221741
normative2_phi4_24_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,24.0,20250801_221741
normative2_phi4_24_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,24.0,20250801_221741
normative2_phi4_25_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,25.0,20250801_221919
normative2_phi4_25_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,25.0,20250801_221919
normative2_phi4_25_b4,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,25.0,20250801_221919
normative2_phi4_25_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,25.0,20250801_221919
normative2_phi4_25_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,25.0,20250801_221919
normative2_phi4_26_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,26.0,20250801_222027
normative2_phi4_26_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,26.0,20250801_222027
normative2_phi4_26_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,26.0,20250801_222027
normative2_phi4_26_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,26.0,20250801_222027
normative2_phi4_26_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,26.0,20250801_222027
normative2_phi4_27_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,27.0,20250801_222656
normative2_phi4_27_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,27.0,20250801_222656
normative2_phi4_27_b4,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,27.0,20250801_222656
normative2_phi4_27_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,27.0,20250801_222656
normative2_phi4_27_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,27.0,20250801_222656
normative2_phi4_28_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,28.0,20250801_224621
normative2_phi4_28_b3,llm,phi4,normative2_phi4,normative2,3,lack of use-cases in which DC is advantageous,CONTEXT,28.0,20250801_224621
normative2_phi4_28_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,28.0,20250801_224621
normative2_phi4_28_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,28.0,20250801_224621
normative2_phi4_28_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,28.0,20250801_224621
normative2_phi4_29_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,29.0,20250801_224718
normative2_phi4_29_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,29.0,20250801_224718
normative2_phi4_29_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,29.0,20250801_224718
normative2_phi4_29_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,29.0,20250801_224718
normative2_phi4_29_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,29.0,20250801_224718
normative2_phi4_30_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,30.0,20250801_225427
normative2_phi4_30_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,30.0,20250801_225427
normative2_phi4_30_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,30.0,20250801_225427
normative2_phi4_30_b9,llm,phi4,normative2_phi4,normative2,9,lack of enough trained personnel in DC systems,CONTEXT,30.0,20250801_225427
normative2_phi4_30_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,30.0,20250801_225427
normative2_phi4_31_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,31.0,20250801_230016
normative2_phi4_31_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,31.0,20250801_230016
normative2_phi4_31_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,31.0,20250801_230016
normative2_phi4_31_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,31.0,20250801_230016
normative2_phi4_31_b11,llm,phi4,normative2_phi4,normative2,11,high costs of DC solutions,CONTEXT,31.0,20250801_230016
normative2_phi4_32_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,32.0,20250801_230221
normative2_phi4_32_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,32.0,20250801_230221
normative2_phi4_32_b3,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,32.0,20250801_230221
normative2_phi4_32_b4,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,32.0,20250801_230221
normative2_phi4_32_b5,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,32.0,20250801_230221
normative2_phi4_33_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,33.0,20250801_230502
normative2_phi4_33_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,33.0,20250801_230502
normative2_phi4_33_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,33.0,20250801_230502
normative2_phi4_33_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,33.0,20250801_230502
normative2_phi4_33_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,33.0,20250801_230502
normative2_phi4_34_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,34.0,20250801_230620
normative2_phi4_34_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,34.0,20250801_230620
normative2_phi4_34_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,34.0,20250801_230620
normative2_phi4_34_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,34.0,20250801_230620
normative2_phi4_34_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,34.0,20250801_230620
normative2_phi4_35_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,35.0,20250801_233252
normative2_phi4_35_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,35.0,20250801_233252
normative2_phi4_35_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,35.0,20250801_233252
normative2_phi4_35_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,35.0,20250801_233252
normative2_phi4_35_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,35.0,20250801_233252
normative2_phi4_36_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,36.0,20250801_234558
normative2_phi4_36_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,36.0,20250801_234558
normative2_phi4_36_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,36.0,20250801_234558
normative2_phi4_36_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,36.0,20250801_234558
normative2_phi4_36_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,36.0,20250801_234558
normative2_phi4_37_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,37.0,20250801_234717
normative2_phi4_37_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,37.0,20250801_234717
normative2_phi4_37_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,37.0,20250801_234717
normative2_phi4_37_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,37.0,20250801_234717
normative2_phi4_37_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,37.0,20250801_234717
normative2_phi4_38_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,38.0,20250801_234946
normative2_phi4_38_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,38.0,20250801_234946
normative2_phi4_38_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,38.0,20250801_234946
normative2_phi4_38_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,38.0,20250801_234946
normative2_phi4_38_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,38.0,20250801_234946
normative2_phi4_39_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,39.0,20250801_235312
normative2_phi4_39_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,39.0,20250801_235312
normative2_phi4_39_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,39.0,20250801_235312
normative2_phi4_39_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,39.0,20250801_235312
normative2_phi4_39_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,39.0,20250801_235312
normative2_phi4_40_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,40.0,20250801_235430
normative2_phi4_40_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,40.0,20250801_235430
normative2_phi4_40_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,40.0,20250801_235430
normative2_phi4_40_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,40.0,20250801_235430
normative2_phi4_40_b11,llm,phi4,normative2_phi4,normative2,11,high costs of DC solutions,CONTEXT,40.0,20250801_235430
normative2_phi4_41_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,41.0,20250801_235804
normative2_phi4_41_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,41.0,20250801_235804
normative2_phi4_41_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,41.0,20250801_235804
normative2_phi4_41_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,41.0,20250801_235804
normative2_phi4_41_b11,llm,phi4,normative2_phi4,normative2,11,high costs of DC solutions,CONTEXT,41.0,20250801_235804
normative2_phi4_42_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,42.0,20250801_235907
normative2_phi4_42_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,42.0,20250801_235907
normative2_phi4_42_b3,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,42.0,20250801_235907
normative2_phi4_42_b4,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,42.0,20250801_235907
normative2_phi4_42_b5,llm,phi4,normative2_phi4,normative2,11,high costs of DC solutions,CONTEXT,42.0,20250801_235907
normative2_phi4_43_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,43.0,20250802_000005
normative2_phi4_43_b2,llm,phi4,normative2_phi4,normative2,2,reduced reliability in DC devices,CONTEXT,43.0,20250802_000005
normative2_phi4_43_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,43.0,20250802_000005
normative2_phi4_43_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,43.0,20250802_000005
normative2_phi4_43_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,43.0,20250802_000005
normative2_phi4_44_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,44.0,20250802_000102
normative2_phi4_44_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,44.0,20250802_000102
normative2_phi4_44_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,44.0,20250802_000102
normative2_phi4_44_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,44.0,20250802_000102
normative2_phi4_44_b11,llm,phi4,normative2_phi4,normative2,11,high costs of DC solutions,CONTEXT,44.0,20250802_000102
normative2_phi4_45_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,45.0,20250802_000202
normative2_phi4_45_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,45.0,20250802_000202
normative2_phi4_45_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,45.0,20250802_000202
normative2_phi4_45_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,45.0,20250802_000202
normative2_phi4_45_b11,llm,phi4,normative2_phi4,normative2,11,high costs of DC solutions,CONTEXT,45.0,20250802_000202
normative2_phi4_46_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,46.0,20250802_000257
normative2_phi4_46_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,46.0,20250802_000257
normative2_phi4_46_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,46.0,20250802_000257
normative2_phi4_46_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,46.0,20250802_000257
normative2_phi4_46_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,46.0,20250802_000257
normative2_phi4_47_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,47.0,20250802_000406
normative2_phi4_47_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,47.0,20250802_000406
normative2_phi4_47_b3,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,47.0,20250802_000406
normative2_phi4_47_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,47.0,20250802_000406
normative2_phi4_47_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,47.0,20250802_000406
normative2_phi4_48_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,48.0,20250802_000515
normative2_phi4_48_b2,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,48.0,20250802_000515
normative2_phi4_48_b4,llm,phi4,normative2_phi4,normative2,5,lack of pilot projects,CONTEXT,48.0,20250802_000515
normative2_phi4_48_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,48.0,20250802_000515
normative2_phi4_48_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,48.0,20250802_000515
normative2_phi4_49_b1,llm,phi4,normative2_phi4,normative2,1,"power losses, quality and safety issues",CONTEXT,49.0,20250802_000609
normative2_phi4_49_b4,llm,phi4,normative2_phi4,normative2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,49.0,20250802_000609
normative2_phi4_49_b6,llm,phi4,normative2_phi4,normative2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,49.0,20250802_000609
normative2_phi4_49_b8,llm,phi4,normative2_phi4,normative2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,49.0,20250802_000609
normative2_phi4_49_b10,llm,phi4,normative2_phi4,normative2,10,uncertain regulatory roadmap,CONTEXT,49.0,20250802_000609
normative_phi4_00_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,0.0,20250801_172424
normative_phi4_00_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,0.0,20250801_172424
normative_phi4_00_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,0.0,20250801_172424
normative_phi4_00_b8,llm,phi4,normative_phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,0.0,20250801_172424
normative_phi4_00_b10,llm,phi4,normative_phi4,normative,10,uncertain regulatory roadmap,CONTEXT,0.0,20250801_172424
normative_phi4_01_b1,llm,phi4,normative_phi4,normative,1,"power losses, quality and safety issues",CONTEXT,1.0,20250801_172527
normative_phi4_01_b3,llm,phi4,normative_phi4,normative,3,lack of use-cases in which DC is advantageous,CONTEXT,1.0,20250801_172527
normative_phi4_01_b4,llm,phi4,normative_phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,1.0,20250801_172527
normative_phi4_01_b6,llm,phi4,normative_phi4,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,1.0,20250801_172527
