base_model,dc_solution,comparison,rating,n_observed,observed_proportion,predicted_mean,predicted_median,predicted_l95,predicted_u95,observed_within_predictive_95,absolute_difference
phi4,Protection DC system design tool,CONTEXT,3,150,0,0.01162,0.006666666666666667,0,0.04,TRUE,0.006666666666666667
phi4,Protection DC system design tool,CONTEXT,4,150,1,0.98838,0.9933333333333333,0.96,1,TRUE,0.00666666666666671
phi4,Protection DC system design tool,ANCHOR_EXAMPLE,3,30,0.03333333333333333,0.0258,0,0,0.13333333333333333,TRUE,0.03333333333333333
phi4,Protection DC system design tool,ANCHOR_EXAMPLE,4,30,0.9666666666666667,0.9742,1,0.8666666666666667,1,TRUE,0.033333333333333326
phi4,Protection DC system design tool,ANCHOR_WORD,3,30,0,0.009633333333333334,0,0,0.06666666666666667,TRUE,0
phi4,Protection DC system design tool,ANCHOR_WORD,4,30,1,0.9903666666666666,1,0.9333333333333333,1,TRUE,0
phi4,Protection DC system design tool,ANCHOR_NUM_HIGH,3,30,0,0.011433333333333334,0,0,0.06666666666666667,TRUE,0
phi4,Protection DC system design tool,ANCHOR_NUM_HIGH,4,30,1,0.9885666666666667,1,0.9333333333333333,1,TRUE,0
phi4,Protection DC system design tool,ANCHOR_NUM_LOW,3,30,0.16666666666666666,0.12516666666666668,0.1,0,0.3,TRUE,0.06666666666666665
phi4,Protection DC system design tool,ANCHOR_NUM_LOW,4,30,0.8333333333333334,0.8748333333333334,0.9,0.7,1,TRUE,0.06666666666666665
phi4,Semiconductor-based circuit breaker,CONTEXT,3,150,0,0.005213333333333334,0,0,0.02,TRUE,0
phi4,Semiconductor-based circuit breaker,CONTEXT,4,150,1,0.9947866666666667,1,0.98,1,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,3,30,0,0.005533333333333334,0,0,0.06666666666666667,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,4,30,1,0.9944666666666667,1,0.9333333333333333,1,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_WORD,3,30,0,0.006333333333333333,0,0,0.06666666666666667,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_WORD,4,30,1,0.9936666666666667,1,0.9333333333333333,1,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,3,30,0,0.006033333333333333,0,0,0.06666666666666667,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_NUM_HIGH,4,30,1,0.9939666666666667,1,0.9333333333333333,1,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,3,30,0,0.006366666666666666,0,0,0.06666666666666667,TRUE,0
phi4,Semiconductor-based circuit breaker,ANCHOR_NUM_LOW,4,30,1,0.9936333333333334,1,0.9333333333333333,1,TRUE,0
phi4,Smart and sustainable DC cables,CONTEXT,3,150,0,0.014620000000000001,0.013333333333333334,0,0.04666666666666667,TRUE,0.013333333333333334
phi4,Smart and sustainable DC cables,CONTEXT,4,150,1,0.98538,0.9866666666666667,0.9533333333333334,1,TRUE,0.013333333333333308
phi4,Smart and sustainable DC cables,ANCHOR_EXAMPLE,3,30,0,0.0104,0,0,0.06666666666666667,TRUE,0
phi4,Smart and sustainable DC cables,ANCHOR_EXAMPLE,4,30,1,0.9896,1,0.9333333333333333,1,TRUE,0
phi4,Smart and sustainable DC cables,ANCHOR_WORD,3,30,0,0.010866666666666667,0,0,0.06666666666666667,TRUE,0
phi4,Smart and sustainable DC cables,ANCHOR_WORD,4,30,1,0.9891333333333333,1,0.9333333333333333,1,TRUE,0
phi4,Smart and sustainable DC cables,ANCHOR_NUM_HIGH,3,30,0.1,0.07253333333333334,0.06666666666666667,0,0.2,TRUE,0.03333333333333334
phi4,Smart and sustainable DC cables,ANCHOR_NUM_HIGH,4,30,0.9,0.9274666666666667,0.9333333333333333,0.8,1,TRUE,0.033333333333333326
phi4,Smart and sustainable DC cables,ANCHOR_NUM_LOW,3,30,0.13333333333333333,0.10676666666666666,0.1,0,0.3,TRUE,0.033333333333333326
phi4,Smart and sustainable DC cables,ANCHOR_NUM_LOW,4,30,0.8666666666666667,0.8932333333333333,0.9,0.7,1,TRUE,0.033333333333333326
phi4,Solid-state circuit breaker,CONTEXT,3,150,0,0.00472,0,0,0.02,TRUE,0
phi4,Solid-state circuit breaker,CONTEXT,4,150,1,0.9952799999999999,1,0.98,1,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_EXAMPLE,3,30,0,0.006,0,0,0.03333333333333333,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_EXAMPLE,4,30,1,0.994,1,0.9666666666666667,1,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_WORD,3,30,0,0.006233333333333333,0,0,0.06666666666666667,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_WORD,4,30,1,0.9937666666666667,1,0.9333333333333333,1,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_NUM_HIGH,3,30,0,0.005733333333333333,0,0,0.03416666666666591,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_NUM_HIGH,4,30,1,0.9942666666666666,1,0.9658333333333333,1,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_NUM_LOW,3,30,0,0.0058,0,0,0.03333333333333333,TRUE,0
phi4,Solid-state circuit breaker,ANCHOR_NUM_LOW,4,30,1,0.9942,1,0.9666666666666667,1,TRUE,0
phi4,Static protection system,CONTEXT,3,150,0,0.00494,0,0,0.02666666666666667,TRUE,0
phi4,Static protection system,CONTEXT,4,150,1,0.99505999999999994,1,0.9733333333333334,1,TRUE,0
phi4,Static protection system,ANCHOR_EXAMPLE,3,30,0,0.0065,0,0,0.06666666666666667,TRUE,0
phi4,Static protection system,ANCHOR_EXAMPLE,4,30,1,0.9935,1,0.9333333333333333,1,TRUE,0
phi4,Static protection system,ANCHOR_WORD,3,30,0,0.0060999999999999995,0,0,0.06666666666666667,TRUE,0
phi4,Static protection system,ANCHOR_WORD,4,30,1,0.9939,1,0.9333333333333333,1,TRUE,0
phi4,Static protection system,ANCHOR_NUM_HIGH,3,30,0,0.005,0,0,0.03333333333333333,TRUE,0
phi4,Static protection system,ANCHOR_NUM_HIGH,4,30,1,0.995,1,0.9666666666666667,1,TRUE,0
phi4,Static protection system,ANCHOR_NUM_LOW,3,30,0,0.005933333333333333,0,0,0.06666666666666667,TRUE,0
phi4,Static protection system,ANCHOR_NUM_LOW,4,30,1,0.9940666666666667,1,0.9333333333333333,1,TRUE,0
