prior_name,effect_prior_sd,base_model,dc_solution,base_solution,anchor_type,comparison,response_pattern,context_probability_median,context_probability_l95,context_probability_u95,anchor_probability_median,anchor_probability_l95,anchor_probability_u95,difference_median,difference_l95,difference_u95,posterior_probability_difference_gt_0,posterior_probability_difference_lt_0,conclusion,direction
weak,2.5,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9923107060917511,0.9743238742713041,0.9985963500449612,0.997619129700591,0.9583923590484965,0.9999691645490162,0.0038165396947528185,-0.029778647148892806,0.022152060130655484,0.74575,0.25425,uncertain,above 0
regularizing,0.75,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9929476858506003,0.9783581138222853,0.9985452177723093,0.9941039461269245,0.9704622937970594,0.9991095239559566,6.81957370689934e-4,-0.01675157704572162,0.010905328752051715,0.575875,0.424125,uncertain,above 0
primary,1.5,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9929624560557959,0.9768700920715341,0.9986320267648516,0.9958883723864308,0.9592901729173544,0.9998110672375787,0.0019048550502794304,-0.03024401641664915,0.016067004022165057,0.648625,0.351375,uncertain,above 0
weak,2.5,mistral,DC solution design tool,mistral__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9923107060917511,0.9743238742713041,0.9985963500449612,0.9976986665094694,0.9593282260620297,0.999970490052299,0.003941832006013057,-0.031426135716049255,0.021535993294407776,0.748875,0.251125,uncertain,above 0
regularizing,0.75,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6261217394421246,0.5516859445716813,0.6958672004144376,0.712438148901524,0.5566209617921033,0.8367461549618506,0.08557781375956297,-0.07772223320872093,0.22154149945468488,0.858625,0.141375,uncertain,above 0
primary,1.5,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6532391616789106,0.5746649876168539,0.7267518514552989,0.7323574555048111,0.5626883741446935,0.8628957637311695,0.0791937441932225,-0.10212872055571195,0.23121434827458331,0.806625,0.193375,uncertain,above 0
weak,2.5,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6605600384696588,0.5829917296835639,0.7327194555812017,0.7369222014467312,0.563357956046038,0.869661248398413,0.07635265426102728,-0.11446201335000744,0.23274970633957115,0.793375,0.206625,uncertain,above 0
regularizing,0.75,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6261217394421246,0.5516859445716813,0.6958672004144376,0.443384884085547,0.28651451297620417,0.6042506300230583,-0.1821873328196234,-0.34950502676233913,-0.011504737375824591,0.0195,0.9805,reduced upper-end concentration under Anchor,below 0
primary,1.5,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6532391616789106,0.5746649876168539,0.7267518514552989,0.4117997315805682,0.2533588845212167,0.5820231818762052,-0.24081848090677832,-0.41778744130617623,-0.04949060563379028,0.00625,0.99375,reduced upper-end concentration under Anchor,below 0
weak,2.5,mistral,DC-DC converter,mistral__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6605600384696588,0.5829917296835639,0.7327194555812017,0.4042326778249101,0.24122438974643562,0.5837063422088038,-0.2553164842679958,-0.43614357863407854,-0.0638661492496927,0.005125,0.994875,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5742226220805651,0.49847052467112685,0.6454189857021003,0.3517393041156901,0.21275795005333256,0.5108631062663759,-0.22175452511867993,-0.37249309040734585,-0.051013953871105626,0.005375,0.994625,reduced upper-end concentration under Anchor,below 0
primary,1.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6192463023537813,0.5406955598836736,0.6960296592461054,0.3156482508474588,0.17200089776865746,0.4880613395219773,-0.3028015840400695,-0.46642531820544414,-0.11608701534825823,6.25e-4,0.999375,reduced upper-end concentration under Anchor,below 0
weak,2.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.6349884929478106,0.5591307549983039,0.7089562594237124,0.3030147541385738,0.15777036025109192,0.48074211094137265,-0.32957468938234774,-0.4932003336565865,-0.14145080890936154,3.75e-4,0.999625,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5742226220805651,0.49847052467112685,0.6454189857021003,0.27159775583112533,0.14939840761623463,0.42861036290040827,-0.30118929417366275,-0.43984155413591647,-0.13785958876865603,1.25e-4,0.999875,reduced upper-end concentration under Anchor,below 0
primary,1.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6192463023537813,0.5406955598836736,0.6960296592461054,0.2190483792338488,0.10279435094295944,0.3807433161758949,-0.39803821254050636,-0.5427304614829078,-0.22158640483183475,0,1,reduced upper-end concentration under Anchor,below 0
weak,2.5,mistral,LVAC-LVDC interlink converter,mistral__LVAC-LVDC interlink converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.6349884929478106,0.5591307549983039,0.7089562594237124,0.20215291319435147,0.08925537516511195,0.372000965650269,-0.42995520091604184,-0.5705183241800967,-0.24046057798626752,0,1,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.993549871913326,0.979611382332551,0.9986958228101596,0.9943299327070765,0.9697754708785273,0.9992699430916951,5.485101762811029e-4,-0.01785198589009701,0.009619052984221537,0.56575,0.43425,uncertain,above 0
primary,1.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9944039016166639,0.97980722640987294,0.9989481090822335,0.996452869758237,0.9651754145174933,0.9998462986237278,0.001412042408767078,-0.025919166060478952,0.014235826372336271,0.6385,0.3615,uncertain,above 0
weak,2.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9949374982584461,0.9789766987504184,0.9992480058696098,0.9981695895507996,0.9619287295565948,0.9999800699819195,0.0021522249980641117,-0.03087810170633125,0.016711187199664593,0.707625,0.292375,uncertain,above 0
regularizing,0.75,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.993549871913326,0.979611382332551,0.9986958228101596,0.9944121301394915,0.9719068859973464,0.99920197533941,6.350066958970002e-4,-0.016276407296950627,0.010205677917046303,0.5815,0.4185,uncertain,above 0
primary,1.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9944039016166639,0.97980722640987294,0.9989481090822335,0.9964339955733437,0.962357352016103,0.9998328964936485,0.0013687787479519375,-0.02798515474238448,0.013706598320895788,0.6355,0.3645,uncertain,above 0
weak,2.5,mistral,Network design tool for DC solutions,mistral__Network design tool for DC solutions,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9949374982584461,0.9789766987504184,0.9992480058696098,0.9981453073978328,0.9599863072008941,0.9999801434763174,0.0021213312917381932,-0.03373958240676771,0.016666032750664642,0.70375,0.29625,uncertain,above 0
regularizing,0.75,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8291796715184532,0.7714822848757008,0.8766150464106282,0.8348585507295447,0.7045922567526106,0.9234651756429266,0.006034310876406879,-0.12721575279438693,0.10618668139932712,0.542125,0.457875,uncertain,above 0
primary,1.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8526793979482371,0.7941490941444007,0.9013368566996113,0.8406753161787583,0.6929424380799666,0.9356347849713355,-0.011604716057484143,-0.16454676388023615,0.09959493393863639,0.431125,0.568875,uncertain,below 0
weak,2.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8600451201846645,0.7992832843355125,0.9095405323036119,0.8410377512523224,0.6919826292386234,0.9395526218937806,-0.0199042140967432,-0.17546577627776436,0.09750951597748725,0.39225,0.60775,uncertain,below 0
regularizing,0.75,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8291796715184532,0.7714822848757008,0.8766150464106282,0.7379944009371258,0.5816592333476147,0.8580963564227466,-0.09067146204440857,-0.2466294336884146,0.03884357546115321,0.091875,0.908125,uncertain,below 0
primary,1.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8526793979482371,0.7941490941444007,0.9013368566996113,0.7165975719384189,0.5439456360546954,0.8528750979134465,-0.13359036309149475,-0.3110297826327495,0.01250337589468138,0.0385,0.9615,uncertain,below 0
weak,2.5,mistral,Protection DC system design tool,mistral__Protection DC system design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8600451201846645,0.7992832843355125,0.9095405323036119,0.7084936924636799,0.5357537228908041,0.8493963492235665,-0.15160271080789012,-0.32578627579043756,-6.294787494896142e-4,0.024375,0.975625,reduced upper-end concentration under Anchor,below 0
regularizing,0.75,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9644822511850054,0.9351007355290846,0.9822831501848464,0.9771224299694574,0.9263006388638603,0.9941457612549782,0.011848611577386814,-0.03336141383012769,0.0406032864493373,0.762875,0.237125,uncertain,above 0
primary,1.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9726053877331453,0.9431414539631565,0.988962640361114,0.989858312701522,0.9378359922973064,0.999156833034132,0.015360380889967884,-0.032703267970779965,0.045053383119806355,0.8255,0.1745,uncertain,above 0
weak,2.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9757902122286646,0.9457230863494254,0.9915611287829618,0.9956482815500649,0.9484284284653117,0.9999123904263634,0.01736774297727467,-0.028244864202438713,0.048437181782167424,0.8785,0.1215,uncertain,above 0
regularizing,0.75,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9644822511850054,0.9351007355290846,0.9822831501848464,0.9770166669400422,0.9262774893273206,0.9943138250094874,0.011809779086564498,-0.03308774946291385,0.040729196517065164,0.76275,0.23725,uncertain,above 0
primary,1.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9726053877331453,0.9431414539631565,0.988962640361114,0.9896722315842257,0.936159198971851,0.9992363033075803,0.015107831762861124,-0.03481085134957045,0.044385985187407925,0.81925,0.18075,uncertain,above 0
weak,2.5,mistral,Semiconductor-based circuit breaker,mistral__Semiconductor-based circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9757902122286646,0.9457230863494254,0.9915611287829618,0.995610774875068,0.9480027988087909,0.9999180519314627,0.017337695539586306,-0.025273647768656565,0.04720411889491509,0.880875,0.119125,uncertain,above 0
regularizing,0.75,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.09535815171174661,0.06000018818009534,0.14478043821688397,0.09541929367900082,0.03607601873869522,0.20470625011789226,-1.5749249801261245e-4,-0.06870345567985757,0.10706534142339708,0.498875,0.501125,uncertain,below 0
primary,1.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.1075657549352747,0.06752019817516454,0.16123557929898394,0.09423737595794329,0.02932532150250779,0.22182483170325343,-0.012803953471665963,-0.09882948599527044,0.11681227895838706,0.4065,0.5935,uncertain,below 0
weak,2.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.11403783831577857,0.06967482933761958,0.1723660202199355,0.09275748808099915,0.02366031958602178,0.2288247145585484,-0.022043548991675876,-0.11206319620134937,0.12100297206614749,0.35625,0.64375,uncertain,below 0
regularizing,0.75,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.09535815171174661,0.06000018818009534,0.14478043821688397,0.05971680858829159,0.019890113299631643,0.14404879774612073,-0.03552842885881086,-0.09240650487101724,0.047457499710097224,0.164875,0.835125,uncertain,below 0
primary,1.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.1075657549352747,0.06752019817516454,0.16123557929898394,0.04170973385693233,0.0073193225011914395,0.1362642184949931,-0.0638125083088843,-0.1270773342224151,0.030700372138700013,0.0735,0.9265,uncertain,below 0
weak,2.5,mistral,Smart and sustainable DC cables,mistral__Smart and sustainable DC cables,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.11403783831577857,0.06967482933761958,0.1723660202199355,0.0322708334696748,0.003138951191600961,0.12793585558658407,-0.07874144976264136,-0.14713022455383085,0.01969546647150663,0.05,0.95,uncertain,below 0
regularizing,0.75,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.996024943095265,0.9841729754258477,0.9994975743834664,0.9965055667714582,0.9781139151671168,0.9996639049700913,1.9244276225616197e-4,-0.012319032046116502,0.007020989454841131,0.555875,0.444125,uncertain,above 0
primary,1.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9963303554671038,0.983179616210064,0.9995507609900132,0.99748813539408,0.9661839292994787,0.9999084094435736,6.325339331374469e-4,-0.026121284278145224,0.010772901301978203,0.60425,0.39575,uncertain,above 0
weak,2.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9961764963250409,0.9828338760638186,0.9995351570477838,0.9985195313917288,0.9629864844527143,0.9999872311756837,0.0013066804254731057,-0.030370515241895213,0.01337745877067211,0.675875,0.324125,uncertain,above 0
regularizing,0.75,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.996024943095265,0.9841729754258477,0.9994975743834664,0.9964519606212592,0.9768783257721544,0.9996984113262678,2.180991015292566e-4,-0.013424855048497924,0.00697484690474266,0.550875,0.449125,uncertain,above 0
primary,1.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9963303554671038,0.983179616210064,0.9995507609900132,0.9975290543377011,0.9677171172253007,0.999908140238217,6.71103903578163e-4,-0.024281272077288585,0.010824499414972022,0.6055,0.3945,uncertain,above 0
weak,2.5,mistral,Solid-state circuit breaker,mistral__Solid-state circuit breaker,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9961764963250409,0.9828338760638186,0.9995351570477838,0.9984192100137075,0.9644206773323655,0.9999846447730941,0.0013287508042551521,-0.02902517027691864,0.013224080450485202,0.67275,0.32725,uncertain,above 0
regularizing,0.75,mistral,Static protection system,mistral__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9839473297303081,0.9649397553447664,0.9940608050057674,0.9877885914707837,0.95011762953225,0.9974573518461909,0.0031433831810736557,-0.026847914700828243,0.019748491607074196,0.648625,0.351375,uncertain,above 0
primary,1.5,mistral,Static protection system,mistral__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9895909561880665,0.9703377308549391,0.9971311653192267,0.9943126608201602,0.9531824636665452,0.999612964507696,0.003719539702171648,-0.033613916189596325,0.021649168193607453,0.6925,0.3075,uncertain,above 0
weak,2.5,mistral,Static protection system,mistral__Static protection system,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9923565960056708,0.9742838228177956,0.9984703955596839,0.9976472426867979,0.9581555210443893,0.9999687754874893,0.0038143082714621745,-0.030845311207319488,0.02132153180727835,0.741875,0.258125,uncertain,above 0
regularizing,0.75,mistral,Static protection system,mistral__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9839473297303081,0.9649397553447664,0.9940608050057674,0.9810130725333739,0.9336522322540132,0.9959960513597279,-0.002797347709476594,-0.04555765134933801,0.015381383885770369,0.392625,0.607375,uncertain,below 0
primary,1.5,mistral,Static protection system,mistral__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9895909561880665,0.9703377308549391,0.9971311653192267,0.9814331560689589,0.9102260835992976,0.9980575905758026,-0.0072740089510967,-0.07773034474738358,0.014258443608735285,0.298,0.702,uncertain,below 0
weak,2.5,mistral,Static protection system,mistral__Static protection system,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9923565960056708,0.9742838228177956,0.9984703955596839,0.9797995088716891,0.8968860866794716,0.9988357407561472,-0.011576500695663683,-0.09146341071267597,0.013121905837985117,0.228375,0.771625,uncertain,below 0
regularizing,0.75,phi4,DC connectors,phi4__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8619406559022071,0.8085792268764215,0.9052003127370949,0.7745031876540309,0.6225672457083352,0.8829305840499441,-0.08740331922365524,-0.23754327412950615,0.02962640217857088,0.07575,0.92425,uncertain,below 0
primary,1.5,phi4,DC connectors,phi4__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8550919753113919,0.7943138001233939,0.9033081303464551,0.7482986325119456,0.5819239532846459,0.874620495049488,-0.10585437617122917,-0.2749972677188385,0.03203673813293081,0.0715,0.9285,uncertain,below 0
weak,2.5,phi4,DC connectors,phi4__DC connectors,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.8503961356913531,0.787407149437917,0.8999336557415873,0.7427743231780267,0.5718866101192488,0.8725050981084044,-0.10650613982963053,-0.2841974397571625,0.03366200554561546,0.0735,0.9265,uncertain,below 0
regularizing,0.75,phi4,DC connectors,phi4__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8619406559022071,0.8085792268764215,0.9052003127370949,0.9450413219833562,0.8628619676795672,0.9826342508486416,0.08114820782936788,-0.002004608540653716,0.14370646255488562,0.972375,0.027625,uncertain,above 0
primary,1.5,phi4,DC connectors,phi4__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8550919753113919,0.7943138001233939,0.9033081303464551,0.976675476447064,0.9020449264541555,0.9970533701067543,0.11756927159036407,0.038037386205458525,0.1841068059909601,0.995375,0.004625,greater upper-end concentration under Anchor,above 0
weak,2.5,phi4,DC connectors,phi4__DC connectors,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.8503961356913531,0.787407149437917,0.8999336557415873,0.9904261216958061,0.9278162877149283,0.9997085916119226,0.1352876268722999,0.0634424511544228,0.20166491399471245,0.997875,0.002125,greater upper-end concentration under Anchor,above 0
regularizing,0.75,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5583894065042686,0.48792168509026684,0.6310809099123368,0.40429916282677186,0.25632378828141344,0.5644047555186398,-0.1550714119289679,-0.31255690984510365,0.010989033482214845,0.035,0.965,uncertain,below 0
primary,1.5,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5558949570611561,0.4769574728205238,0.6327720596673797,0.3729202903845122,0.21773292878987435,0.5490420386763954,-0.18216511503206007,-0.35534332769259525,0.004817274322924484,0.029125,0.970875,uncertain,below 0
weak,2.5,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.5541779375183351,0.47594590618223276,0.6317462278422793,0.36757917640921456,0.21137779414629146,0.5429089202193597,-0.18565062143869637,-0.36236442175663297,0.0038521324590760075,0.027375,0.972625,uncertain,below 0
regularizing,0.75,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5583894065042686,0.48792168509026684,0.6310809099123368,0.8501529980043845,0.7203059919749278,0.9327030107149192,0.2891755064030638,0.15081444101896754,0.39910975287831874,0.999875,1.25e-4,greater upper-end concentration under Anchor,above 0
primary,1.5,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5558949570611561,0.4769574728205238,0.6327720596673797,0.9102420307120513,0.7870395182362456,0.9736841757437401,0.35033327009248305,0.21250052966315294,0.4564722146518515,1,0,greater upper-end concentration under Anchor,above 0
weak,2.5,phi4,DC measurement device,phi4__DC measurement device,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.5541779375183351,0.47594590618223276,0.6317462278422793,0.929488551579168,0.8059467532190978,0.9846875125355803,0.37173461684525894,0.23422258338506527,0.47384303304616987,1,0,greater upper-end concentration under Anchor,above 0
regularizing,0.75,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9960142141987214,0.9845096087677835,0.9994720021132405,0.9964740350173364,0.97671274448059,0.9996665492220598,1.777796834175338e-4,-0.01355223962348579,0.00724564489557032,0.542375,0.457625,uncertain,above 0
primary,1.5,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9962955551408086,0.9838860124027136,0.9995174865551025,0.997483040022881,0.9686508335548982,0.9998955090138757,6.529856293746028e-4,-0.023940301485655062,0.010619429701474005,0.6025,0.3975,uncertain,above 0
weak,2.5,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.99622308257399,0.9823901027080241,0.9995898655428233,0.9985042213185131,0.9632603610114483,0.9999863921451149,0.0012741126925704949,-0.03068941602529806,0.013981566509933456,0.67275,0.32725,uncertain,above 0
regularizing,0.75,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9960142141987214,0.9845096087677835,0.9994720021132405,0.9964150710361089,0.9781756275645388,0.9996482195827926,1.7384340868886738e-4,-0.012618964422365854,0.007008307392029022,0.541875,0.458125,uncertain,above 0
primary,1.5,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.9962955551408086,0.9838860124027136,0.9995174865551025,0.9974035069708462,0.9705668688704603,0.9999045191664515,6.610611222033769e-4,-0.02266773233040516,0.010661906024966982,0.607625,0.392375,uncertain,above 0
weak,2.5,phi4,DC solution design tool,phi4__DC solution design tool,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.99622308257399,0.9823901027080241,0.9995898655428233,0.9984586570787963,0.9645391488166108,0.9999874912450615,0.0012768953362472524,-0.028978821890127567,0.014021277070120053,0.673375,0.326625,uncertain,above 0
regularizing,0.75,phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.996007930100054,0.9844347395470144,0.999507886631172,0.9964916315511988,0.9771137493792414,0.9996582643008254,2.2486481316724705e-4,-0.013218993160914917,0.007090164587309941,0.55175,0.44825,uncertain,above 0
primary,1.5,phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9963848540606142,0.9838949381353801,0.9995721567342212,0.9975312027718416,0.9685273961155373,0.9999066491462711,5.987659362072795e-4,-0.025034271261744644,0.010601070749979765,0.6055,0.3945,uncertain,above 0
weak,2.5,phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_EXAMPLE,ANCHOR_EXAMPLE vs CONTEXT,upper-end probability: P(Y=4),0.9962840308243845,0.9827339413537725,0.9995850136962654,0.9985298199815893,0.9635263009092017,0.9999879098964453,0.0012864946284451562,-0.029997379854839246,0.013549377170019312,0.677,0.323,uncertain,above 0
regularizing,0.75,phi4,DC-DC converter,phi4__DC-DC converter,ANCHOR_WORD,ANCHOR_WORD vs CONTEXT,upper-end probability: P(Y=4),0.996007930100054,0.9844347395470144,0.999507886631172,0.9964586169442461,0.9779808902636511,0.999685128184381,1.991922074573993e-4,-0.012553777120262694,0.007032296337263875,0.55025,0.44975,uncertain,above 0
